clips	text	text_process	pictos	tokens
cefc-cfpb-1083-3B-1729	bè pf c'est un métier qui m'a toujours passionné	bè pf c'est un métier qui m'a toujours passionné	[9839, 7095, 36480, 2627, 7795, 11351, 6632, 17322]	passé celui-là être un métier que me chaque_fois
cefc-cfpb-1083-3B-1675	et alors il fallait faire clic clac comme ça	et alors il fallait faire clic clac comme ça	[11399, 15523, 6190, 9872, 12313, 6906]	et devoir faire clic comme celle-là
cefc-cfpb-1083-3B-2140	qui sont très différents	qui sont très différents	[11351, 36480, 25708, 32394]	que être trop différent
cefc-cfpb-1083-3B-1554	ce serait juste une nationalité	ce serait juste une nationalité	[7095, 36480, 21381, 8474, 12338]	celui-là être juste une nationalité
cefc-cfpb-1083-3B-2163	moi je crois que dans chaque j région euh il y a des termes ou des expressions typiques euh oui	moi je crois que dans chaque j région euh il y a des termes ou des expressions typiques euh oui	[6632, 38796, 11351, 7034, 5596, 35431, 9001, 5374, 32765, 11317, 5374, 32592, 5584]	me penser que dans tout comme il_y_a plusieurs limite ou plusieurs geste oui
cefc-cfpb-1083-3B-886	donc c'est assez équilibré	donc c'est assez équilibré	[7095, 36480, 26825]	celui-là être compensatoire
cefc-cfpb-1083-3B-1795	euh que du côté de ses tantes	euh que du côté de ses tantes	[11351, 7074, 5367, 7074, 12276, 30271]	que de à_côté_de de ses tantes
cefc-cfpb-1083-3B-1480	ça peut paraitre étonnant	ça peut paraitre étonnant	[6906, 35949, 36480, 35529]	celle-là pouvoir être choquer
cefc-cfpb-1083-3B-2347	bah oui euh le le soir aussi hein et i il est clair que bon le soir euh je me fais à souper	bah oui euh le le soir aussi hein et i il est clair que bon le soir euh je me fais à souper	[5584, 8476, 26997, 11399, 6480, 36480, 25958, 11351, 34641, 8476, 26997, 6632, 6190, 7041, 4592]	oui le nuit et il être clair que exact le nuit me faire à dîner
cefc-cfpb-1083-3B-690	je les renouvelle maintenant d'ailleurs point de vue euthanasie	je les renouvelle maintenant d'ailleurs point de vue euthanasie	[6632, 8477, 32747, 27889, 30899]	me les maintenant panorama croyance
cefc-cfpb-1083-3B-1579	non c'est-à non non non non	non c'est-à non non non non	[5525, 7095, 36480, 7041, 5525]	non celui-là être à non
cefc-cfpb-1083-3B-1393	bè euh amicaux sont s ils sont très sympas	bè euh amicaux sont s ils sont très sympas	[37779, 36480, 7032, 36480, 11599]	quelqu'un être ils être très_bien
cefc-cfpb-1083-3B-311	c'est bien en secondaires oui	c'est bien en secondaires oui	[7095, 36480, 5397, 11709, 32294, 5584]	celui-là être heureusement au enseignement_supérieur oui
cefc-cfpb-1083-3B-2275	bon il y a de tout évidemment euh bon	bon il y a de tout évidemment euh bon	[34641, 9001, 7074, 34641]	exact il_y_a de exact
cefc-cfpb-1083-3B-2327	et donc j'aime bien quand même euh dégager foutre le camp que ce soit pour faire des courses faire n'importe quoi aller voir	et donc j'aime bien quand même euh dégager foutre le camp que ce soit pour faire des courses faire n'importe quoi aller voir	[11399, 9829, 21917, 11474, 26314, 8476, 25912, 11351, 7095, 36480, 7194, 8985, 6190, 36449, 6564]	et prochain plaire libre rater_le_bus le camp que celui-là être pour cliente faire grave voir
cefc-cfpb-1083-3B-639	je préférais le sept moi hein	je préférais le sept moi hein	[9839, 6632, 30510, 8476, 7248, 6632]	passé me préférer le 7 me
cefc-cfpb-1083-3B-936	ou à jette ou à koekelberg	ou à jette ou à koekelberg	[11317, 7041, 2704, 11317, 7041, 2704]	ou à ville ou à ville
cefc-cfpb-1083-3B-2413	et tu trouves qu'il existe une une vraiment une cuisine bruxelloise	et tu trouves qu'il existe une une vraiment une cuisine bruxelloise	[11399, 6625, 24742, 11351, 6480, 5581, 8474, 33070]	et toi trouver que il exister une cuisine
cefc-cfpb-1083-3B-1598	mais je je vois pas la raison	mais je je vois pas la raison	[11377, 6632, 6564, 5526, 8476, 12295]	alors_que me voir non le raison
cefc-cfpb-1083-3B-2005	et c'est auss c'est valable en b à ganshoren comme d partout ailleurs hein	et c'est auss c'est valable en b à ganshoren comme d partout ailleurs hein	[11399, 7095, 36480, 7095, 36480, 11709, 7041, 12313]	et celui-là être celui-là être au à comme
cefc-cfpb-1083-3B-452	si ils sont nés en en treize	si ils sont nés en en treize	[28359, 9839, 7032, 37980, 11709, 29264]	si passé ils naître au 13
cefc-cfpb-1083-3B-623	et bon maintenant et maintenant la fille elle doit elle doit s'y mettre	et bon maintenant et maintenant la fille elle doit elle doit s'y mettre	[11399, 34641, 32747, 11399, 32747, 8476, 32845, 7028, 15523, 7028, 15523, 6989]	et exact maintenant et maintenant le fille elle devoir elle devoir mettre
cefc-cfpb-1083-3B-2251	ça n'existe pas c'est un exemple parmi d'autres	ça n'existe pas c'est un exemple parmi d'autres	[6906, 5581, 5526, 7095, 36480, 2627, 16705, 7765, 7074, 17056]	celle-là exister non celui-là être un expliquer entre de autres
cefc-cfpb-1083-3B-1505	c'est aussi pour ça que les gens pensent que la wallonie est chère est riche	c'est aussi pour ça que les gens pensent que la wallonie est chère est riche	[7095, 36480, 7194, 6906, 11351, 8477, 38444, 38796, 11351, 8476, 2704, 36480, 4589, 8114, 37803]	celui-là être pour celle-là que les gens penser que le ville être cher est riche
cefc-cfpb-1083-3B-374	et mam mamie son dernier boulot	et mam mamie son dernier boulot	[11399, 2243, 12272, 4765, 7795]	et mamie son dernier métier
cefc-cfpb-1083-3B-2071	on le conserve encore maintenant eh	on le conserve encore maintenant eh	[31672, 8476, 25151, 37163, 32747]	nous le garder une_autre_fois maintenant
cefc-cfpb-1083-3B-631	on va en être débarassé avec le dix	on va en être débarassé avec le dix	[9839, 31672, 8142, 11709, 15816, 7064, 8476, 29254]	passé nous aller au compléter avec le 10
cefc-cfpb-1083-3B-601	ça elle sait faire maintenant hein introduire la l'adresse mail et faire une photo	ça elle sait faire maintenant hein introduire la l'adresse mail et faire une photo	[6906, 7028, 16885, 6190, 32747, 27515, 8476, 27355, 11399, 6190, 8474, 7107]	celle-là elle savoir faire maintenant brancher le adresse_mail et faire une photo
cefc-cfpb-1083-3B-1887	euh m m je me souviens qu'on était assez d'accord sur le fait qu'apprendre d'autres langues que le français en belgique	euh m m je me souviens qu'on était assez d'accord sur le fait qu'apprendre d'autres langues que le français en belgique	[9839, 6632, 37369, 11351, 31672, 36480, 31410, 5451, 8476, 16037, 11351, 37810, 7074, 17056, 2944, 11351, 8476, 36367, 11709, 8040]	passé me se_souvenir que nous être d'accord sur le bureau_d'informations que étudier de autres langue que le français au belgique
cefc-cfpb-1083-3B-1401	mais les gens sont super accueillants	mais les gens sont super accueillants	[11377, 8477, 38444, 36480, 38564, 37517]	alors_que les gens être super accueillant
cefc-cfpb-1083-3B-2398	m'a offert un abonnement d'un an	m'a offert un abonnement d'un an	[6632, 16881, 2627, 7074, 2627, 6903]	me offrir un de un année
cefc-cfpb-1083-3B-2383	il y a m trois quatre mois de ça	il y a m trois quatre mois de ça	[9001, 35681, 2630, 37724, 7074, 6906]	il_y_a 3 quatre mois de celle-là
cefc-cfpb-1083-3B-2004	euh c'est c'est c'est la communauté française de belgique	euh c'est c'est c'est la communauté française de belgique	[7095, 36480, 7095, 36480, 7095, 36480, 8476, 7064, 8040]	celui-là être celui-là être celui-là être le avec belgique
cefc-cfpb-1083-3B-1990	du côté on va dire francophone euh	du côté on va dire francophone euh	[7074, 5367, 9829, 31672, 9693]	de à_côté_de prochain nous dire
cefc-cfpb-1083-3B-184	et tu es n tu es née à bersem berchem-sainte-agathe hein	et tu es n tu es née à bersem berchem-sainte-agathe hein	[11399, 9839, 6625, 36480, 6625, 37980, 7041, 2704, 24392, 2704]	et passé toi être toi naître à ville saint ville
cefc-cfpb-1083-3B-2460_2	euh oui	euh oui	[5584]	oui
cefc-cfpb-1083-3B-2060	c'est pas qu'on met de côté	c'est pas qu'on met de côté	[7095, 36480, 5526, 11351, 31672, 4556]	celui-là être non que nous économiser
cefc-cfpb-1083-3B-1807	en plus avec le changement de température	en plus avec le changement de température	[7064, 8476, 31955, 7074, 34898]	avec le changement de température
cefc-cfpb-1083-3B-471	et tu m'avais parlé d'un précepteur de quelque chose comme ça	et tu m'avais parlé d'un précepteur de quelque chose comme ça	[11399, 9839, 6625, 6632, 6517, 7074, 2627, 2457, 7074, 11318, 12313, 6906]	et passé toi me parler de un maître de truc comme celle-là
cefc-cfpb-1083-3B-34	je suis désolé c'est marqué comme ça	je suis désolé c'est marqué comme ça	[9839, 11625, 7095, 25087, 12313, 6906]	passé être_désolé celui-là marquer comme celle-là
cefc-cfpb-1083-3B-2154	ça c'est clair euh du fait du changement de la population	ça c'est clair euh du fait du changement de la population	[6906, 5584, 7074, 16037, 7074, 31955, 7074, 8476, 38444]	celle-là oui de bureau_d'informations de changement de le gens
cefc-cfpb-1083-3B-894	de de de x pays	de de de x pays	[7074, 3168, 35431]	de x comme
cefc-cfpb-1083-3B-640	et ça parle ça parle chinois maman hein	et ça parle ça parle chinois maman hein	[11399, 6906, 6517, 6906, 6517, 37647, 2458]	et celle-là parler celle-là parler chinois maman
cefc-cfpb-1083-3B-132	j'ai lu après en fait	j'ai lu après en fait	[9839, 6632, 31680, 32749]	passé me lire après
cefc-cfpb-1083-3B-775	euh quitte à revenir de temps temps à ses origines	euh quitte à revenir de temps temps à ses origines	[7041, 6630, 7074, 22631, 7041, 12276, 12295]	à retourner de époque à ses raison
cefc-cfpb-1083-3B-1507	je crois je crois que	je crois je crois que	[6632, 38796, 6632, 38796, 11351]	me penser me penser que
cefc-cfpb-1083-3B-1047	euh bon quand il y a un conseil communal dont on reçoit l'ordre du jour et où les sujets est intéressant	euh bon quand il y a un conseil communal dont on reçoit l'ordre du jour et où les sujets est intéressant	[34641, 32874, 9001, 2627, 37708, 38586, 31672, 17044, 8476, 37822, 7074, 37371, 11399, 7764, 8477, 36480, 37709]	exact quand il_y_a un recommander village nous accepter le ordre de jour et où les être intéresser
cefc-cfpb-1083-3B-1359	peu importe on le saura	peu importe on le saura	[5546, 21927, 9829, 31672, 8476, 16885]	peu importer prochain nous le savoir
cefc-cfpb-1083-3B-574	mais sorry je ne pense pas que la blague soit noire	mais sorry je ne pense pas que la blague soit noire	[11377, 6632, 38796, 5526, 11351, 8476, 21537, 36480, 2886]	alors_que me penser non que le blague être noir
cefc-cfpb-1083-3B-286	puis employée de banque	puis employée de banque	[15714]	banquière
cefc-cfpb-1083-3B-1429	ainé est allé là aussi pendant un an je crois	ainé est allé là aussi pendant un an je crois	[9839, 37779, 8142, 5375, 7081, 2627, 6903, 6632, 38796]	passé quelqu'un aller là pendant un année me penser
cefc-cfpb-1083-3B-2059	on la met un peu de côté en fait	on la met un peu de côté en fait	[31672, 8476, 6989, 29105, 7074, 5367]	nous le mettre seconde de à_côté_de
cefc-cfpb-1083-3B-138	comme comme elle peut in interview hein	comme comme elle peut in interview hein	[12313, 7028, 35949, 24753, 3417, 8105]	comme elle pouvoir contraire ! entrevue
cefc-cfpb-1083-3B-575	c'est une réalité	c'est une réalité	[7095, 36480, 8474]	celui-là être une
cefc-cfpb-1083-3B-1660	fait je te demandais si il y avait des choses qu'il avait retrouvé quelque part ou bien des choses qu'il avait achetées	fait je te demandais si il y avait des choses qu'il avait retrouvé quelque part ou bien des choses qu'il avait achetées	[6190, 6632, 6625, 9840, 28359, 9001, 5374, 11318, 11351, 6480, 24773, 9819, 11317, 5397, 5374, 11318, 11351, 6480, 6457, 3417]	faire me toi demander si il_y_a plusieurs truc que il retrouver place ou heureusement plusieurs truc que il acheter !
cefc-cfpb-1083-3B-1073	il y a des sujets qui concernent par exemple les villas de ganshoren	il y a des sujets qui concernent par exemple les villas de ganshoren	[9001, 5374, 11351, 8477, 28926, 7074, 2704]	il_y_a plusieurs que les maison_de_vacances de ville
cefc-cfpb-1083-3B-1921	ici en belgique et que euh les flamands ont plus de facilités à apprendre le français que le que	ici en belgique et que euh les flamands ont plus de facilités à apprendre le français que le que	[5382, 11709, 8040, 11399, 11351, 8477, 2704, 32761, 5508, 7074, 7041, 37810, 8476, 36367, 11351, 8476, 11351]	ici au belgique et que les ville avoir plus_ de à étudier le français que le que
cefc-cfpb-1083-3B-542_2	le système toujours le même	le système toujours le même	[8476, 21906, 17322, 8476, 4667]	le gouvernement chaque_fois le même
cefc-cfpb-1083-3B-630	et bon les programmes changent je suppose qu'on lui a foutu cette ces cette chiée de merde de de windows huit dessus	et bon les programmes changent je suppose qu'on lui a foutu cette ces cette chiée de merde de de windows huit dessus	[11399, 34641, 9839, 8477, 24320, 37360, 6632, 11351, 31672, 6481, 8476, 7092, 8476, 7074, 7074, 37544, 4896, 5451]	et exact passé les programme changer me que nous lui le ces le de de groupe_parlementaire 8 sur
cefc-cfpb-1083-3B-2229	ketje zievereir	ketje zievereir	[37779, 36935]	quelqu'un haut_du_corps
cefc-cfpb-1083-3B-1382	euh vraiment comme si j'étais un étranger alors que j'habitait à à quarante kilomètres	euh vraiment comme si j'étais un étranger alors que j'habitait à à quarante kilomètres	[12313, 9839, 28359, 6632, 36480, 2627, 9853, 11377, 6632, 7302, 7041, 29320, 29076]	comme passé si me être un méconnu alors_que me habiter à 40 kilomètre
cefc-cfpb-1083-3B-526	euh autant pour toi que	euh autant pour toi que	[7194, 6625, 11351]	pour toi que
cefc-cfpb-1083-3B-399	à partir du moment où tu mets que je suis séparée ça va être difficile	à partir du moment où tu mets que je suis séparée ça va être difficile	[7074, 22633, 7764, 9829, 9839, 6625, 6989, 11351, 6632, 27070, 36480, 32436]	de instant où prochain passé toi mettre que me séparer être dur
cefc-cfpb-1083-3B-1693	ouais je l'ai lue aussi	oui je l'ai lue aussi	[5584, 9839, 6632, 8476, 31680]	oui passé me le lire
cefc-cfpb-1083-3B-1521	c'est quoi un vrai bruxellois	c'est quoi un vrai bruxellois	[10366, 2627, 5584, 2704]	qu'est-ce_que_c'est_ça un oui ville
cefc-cfpb-1083-3B-2151	pas euh l'accent bruxellois	pas euh l'accent bruxellois	[5526, 8476, 9693]	non le dire
cefc-cfpb-1083-3B-2169	il y a aussi des expressions typiques	il y a aussi des expressions typiques	[9001, 5374, 32592]	il_y_a plusieurs geste
cefc-cfpb-1083-3B-1682	et tout ce qui est dans les montages électroniques	et tout ce qui est dans les montages électroniques	[11399, 5596, 7095, 11351, 36480, 7034, 8477, 25954, 35027]	et tout celui-là que être dans les circuit électronique
cefc-cfpb-1083-3B-643	quoi ouais mais c'est pratique pour les tablettes	quoi oui mais c'est pratique pour les tablettes	[22620, 5584, 11377, 7095, 36480, 7297, 7194, 8477, 9165]	quoi oui alors_que celui-là être contexte pour les tablettes
cefc-cfpb-1083-3B-2359	maman m'a dit	maman m'a dit	[9839, 2458, 6632, 9693]	passé maman me dire
cefc-cfpb-1083-3B-1143	ce qui était intéressant c'est que nous é	ce qui était intéressant c'est que nous é	[7095, 9839, 11351, 36480, 37709, 7095, 36480, 11351, 31672, 36744]	celui-là passé que être intéresser celui-là être que nous é
cefc-cfpb-1083-3B-6	tu as un crayon maman	tu as un crayon maman	[6625, 32761, 2627, 2440, 2458]	toi avoir un crayon_de_papier maman
cefc-cfpb-1083-3B-1622	donc ici c'est comme ça	donc ici c'est comme ça	[5382, 7095, 36480, 12313, 6906]	ici celui-là être comme celle-là
cefc-cfpb-1083-3B-981	mais pf pour moi un territoire c'est qu c'est une notion légale	mais pf pour moi un territoire c'est qu c'est une notion légale	[11377, 2617, 2627, 35431, 7095, 36480, 7095, 36480, 8474, 34794, 11473]	alors_que à_moi un comme celui-là être celui-là être une règlement légalement
cefc-cfpb-1083-3B-2390	et puis pour finir euh je m'y suis abonné	et puis pour finir euh je m'y suis abonné	[7194, 28429, 9839, 6632, 37136]	pour finir passé me menacer
cefc-cfpb-1083-3B-2174	mais ici on est quand même un tout petit pays hein euh	mais ici on est quand même un tout petit pays hein euh	[11377, 5382, 31672, 36480, 2627, 4716, 35431]	alors_que ici nous être un petit comme
cefc-cfpb-1083-3B-372_2	elle était	elle était	[7028, 36480]	elle être
cefc-cfpb-1083-3B-1040	de de la commune	de de la commune	[7074, 8476, 38586]	de le village
cefc-cfpb-1083-3B-2137	bè oui il y a il y a bien sûr	bè oui il y a il y a bien sûr	[5584, 9001, 5583]	oui il_y_a bien_sûr
cefc-cfpb-1083-3B-1641	ah c'est trop beau	ah c'est trop beau	[7095, 36480, 25708, 11194]	celui-là être trop beau
cefc-cfpb-1083-3B-176	dis qu'est-ce que j'ai vu sur internet	dis qu'est-ce que j'ai vu sur internet	[9693, 3418, 6632, 6564, 5451, 5492, 3417]	dire est-ce_que me voir sur internet !
cefc-cfpb-1083-3B-616	il lui a écrit des trucs euh	il lui a écrit des trucs euh	[9839, 6480, 6481, 2380, 5374, 11318]	passé il lui écrire plusieurs truc
cefc-cfpb-1083-3B-565	mais il y a des questions que je vais plus développer ou que je vais revenir dessus par rapport à ce que je me souviens de ce qu'on a dit	mais il y a des questions que je vais plus développer ou que je vais revenir dessus par rapport à ce que je me souviens de ce qu'on a dit	[11377, 9001, 5374, 7217, 11351, 9829, 9839, 6632, 8142, 5508, 11317, 11351, 6632, 6630, 5451, 7095, 11351, 6632, 37369, 7074, 7095, 11351, 31672, 9693]	alors_que il_y_a plusieurs question que prochain passé me aller plus_ ou que me retourner sur celui-là que me se_souvenir de celui-là que nous dire
cefc-cfpb-1083-3B-1817	mais on on a visité pas mal de bistrots aussi	mais on on a visité pas mal de bistrots aussi	[11377, 9839, 31672, 35439, 5521, 4573]	alors_que passé nous faire_la_visite beaucoup bar
cefc-cfpb-1083-3B-376	à l'hôpital secrétaire hein	à l'hôpital secrétaire hein	[7041, 8476, 34784]	à le secrétaire
cefc-cfpb-1083-3B-1766	et comme les les notions que j'avais reçues à l'école étaient tellement euh minimes et pénibles	et comme les les notions que j'avais reçues à l'école étaient tellement euh minimes et pénibles	[11399, 12313, 8477, 11351, 9839, 6632, 17044, 7041, 8476, 3082, 36480, 5521, 11399, 35545]	et comme les que passé me accepter à le école être beaucoup et malheureux
cefc-cfpb-1083-3B-134	si elle peut intervenir mais euh c'est parce que co c'est ça	si elle peut intervenir mais euh c'est parce que co c'est ça	[28359, 7028, 35949, 37217, 11377, 7095, 36480, 11348, 7064, 3417, 7095, 36480, 6906]	si elle pouvoir interagir alors_que celui-là être parce_que avec ! celui-là être celle-là
cefc-cfpb-1083-3B-1100	euh moi j'ai connu bruxelles avant l'exposition cinquante-huit	euh moi j'ai connu bruxelles avant l'exposition cinquante-huit	[6632, 9839, 6632, 8456, 23769, 32745, 8476, 21859, 29360]	me passé me connaître bruxelles avant le exposition 58
cefc-cfpb-1083-3B-597	mais maintenant bon euh elle a appris plein de choses en une fois aussi sur euh	mais maintenant bon euh elle a appris plein de choses en une fois aussi sur euh	[32747, 11377, 9839, 7028, 37810, 22629, 11318, 11709, 27385, 5451]	maintenant alors_que passé elle étudier grand_chose truc au fois sur
cefc-cfpb-1083-3B-797	même si c'est pour aller lire bêtement mon journal avec un petit café au au caberdouche du enfin au caberdouche café du coin il faut absolument que je sorte	même si c'est pour aller lire bêtement mon journal avec un petit café au au caberdouche du enfin au caberdouche café du coin il faut absolument que je sorte	[4667, 28359, 9829, 9839, 7095, 36480, 7194, 31680, 12264, 2845, 7064, 2627, 4716, 28889, 11709, 12333, 11712, 11709, 32582, 28889, 7074, 3382, 15523, 11351, 6632, 5568]	même si prochain passé celui-là être pour lire mon journal avec un petit café au association_à_but_non_lucratif du au objets café de coin devoir que me sortir
cefc-cfpb-1083-3B-2236	mais enfin bon ou brusseleir comme on dit	mais enfin bon ou brusseleir comme on dit	[11377, 11317, 37779, 12313, 31672, 9693]	alors_que ou quelqu'un comme nous dire
cefc-cfpb-1083-3B-1325	ouais qui qui lance le truc	oui qui qui lance le truc	[5584, 9857, 11351, 6543, 8476, 11318]	oui anonymes que lancer le truc
cefc-cfpb-1083-3B-1384	oh je pense que tout ça évolué que ça n'existe plus et que tu sois de bruxelles de bruges ou ou de gand d'anvers	oh je pense que tout ça évolué que ça n'existe plus et que tu sois de bruxelles de bruges ou ou de gand d'anvers	[9839, 6632, 38796, 11351, 5596, 6906, 11705, 11351, 6906, 5581, 5508, 11399, 11351, 6625, 36480, 7074, 23769, 7074, 2704, 11317, 7074, 2704, 7074, 2704]	passé me penser que tout celle-là améliorer que celle-là exister plus_ et que toi être de bruxelles de ville ou de ville de ville
cefc-cfpb-1083-3B-832	mais bon l'atmosphère l'air est vrai vraiment	mais bon l'atmosphère l'air est vrai vraiment	[8476, 10289, 8476, 23731, 36480, 5584]	le atmosphère le air être oui
cefc-cfpb-1083-3B-130	tu as tu as tu as même pas lu	tu as tu as tu as même pas lu	[9839, 6625, 32761, 6625, 32761, 6625, 32761, 31680, 5526]	passé toi avoir toi avoir toi avoir lire non
cefc-cfpb-1083-3B-998	les les différences étaient beaucoup plus marquées	les les différences étaient beaucoup plus marquées	[8477, 32792, 36480, 5521, 5508, 25087]	les disparité être beaucoup plus_ marquer
cefc-cfpb-1083-3B-157	oh peu importe à la limite je je m'en f	oh peu importe à la limite je je m'en f	[5546, 21927, 7041, 8476, 32765, 6632, 11709]	peu importer à le limite me au
cefc-cfpb-1083-3B-1338	je t'avais demandé si tu te sentais euh belge ou bruxellois	je t'avais demandé si tu te sentais euh belge ou bruxellois	[9839, 6632, 6625, 9840, 28359, 6625, 25275, 8040, 11317]	passé me toi demander si toi sentir belgique ou
cefc-cfpb-1083-3B-2310	ça ne m'intéresse pas	ça ne m'intéresse pas	[6906, 6632, 37709, 5526]	celle-là me intéresser non
cefc-cfpb-1083-3B-1347	bon mm mais ça ça m'avait fait sourire parce que moi euh enfin m moi quand on me dit un habitant du monde je le sens comme quelqu'un qui n'a qui n'a qui n'a pas vraiment de racines	bon mm mais ça ça m'avait fait sourire parce que moi euh enfin m moi quand on me dit un habitant du monde je le sens comme quelqu'un qui n'a qui n'a qui n'a pas vraiment de racines	[34641, 11377, 6906, 9839, 6906, 6632, 6190, 13354, 11348, 6632, 32874, 31672, 6632, 9693, 2627, 26529, 7074, 30015, 6632, 8476, 25275, 12313, 37779, 11351, 32761, 11351, 32761, 11351, 32761, 5526, 7074, 3148]	exact alors_que celle-là passé celle-là me faire rire parce_que me quand nous me dire un voisins de globe me le sentir comme quelqu'un que avoir que avoir que avoir non de racine
cefc-cfpb-1083-3B-1603	il s il voit pas le besoin	il s il voit pas le besoin	[6480, 6564, 5526, 8476, 37160]	il voir non le besoin
cefc-cfpb-1083-3B-1002	la loi de de cet imbécile de de français là dont le loi de schengen euh qui fait qu'il y a les passages euh	la loi de de cet imbécile de de français là dont le loi de schengen euh qui fait qu'il y a les passages euh	[8476, 11473, 7074, 7091, 7074, 36367, 5375, 8476, 11473, 7074, 36935, 11351, 6190, 11351, 9001, 8477]	le légalement de cet de français là le légalement de haut_du_corps que faire que il_y_a les
cefc-cfpb-1083-3B-1274	et bien les croquis que j'y vois et les commentaires	et bien les croquis que j'y vois et les commentaires	[11399, 5397, 8477, 35947, 11351, 6632, 6564, 11399, 8477, 7187]	et heureusement les illustration que me voir et les note
cefc-cfpb-1083-3B-177	il s'est fait opérér de quelque chose ou	il s'est fait opérér de quelque chose ou	[6480, 6190, 5936, 7074, 11318, 11317]	il faire silence de truc ou
cefc-cfpb-1083-3B-1647	et c'est gr comme ça à l'époque	et c'est gr comme ça à l'époque	[11399, 7095, 36480, 12313, 6906, 7041, 8476, 22631]	et celui-là être comme celle-là à le époque
cefc-cfpb-1083-3B-379	et et après elle a fait elle a travaillé aussi avant	et et après elle a fait elle a travaillé aussi avant	[11399, 32749, 9839, 7028, 6190, 7028, 6624, 32745]	et après passé elle faire elle travailler avant
cefc-cfpb-1083-3B-1041	oui au niveau	oui au niveau	[5584, 11709, 37864]	oui au étage
cefc-cfpb-1083-3B-2305	maintenant je ne l'ai plus forcément	maintenant je ne l'ai plus forcément	[32747, 6632, 8476, 32761, 5508]	maintenant me le avoir plus_
cefc-cfpb-1083-3B-1892	je j vais toujours regretter de pas avoir connu d'autres langues de un le néerlandais pouvoir au moins comprendre ce qu'on me dit et faire comprendre ce que je pense	je j vais toujours regretter de pas avoir connu d'autres langues de un le néerlandais pouvoir au moins comprendre ce qu'on me dit et faire comprendre ce que je pense	[9839, 6632, 8142, 17322, 11625, 7074, 8456, 5526, 7074, 17056, 2944, 7074, 2627, 8476, 29568, 35949, 11709, 5512, 11697, 7095, 11351, 31672, 6632, 9693, 11399, 6190, 11697, 7095, 11351, 6632, 38796]	passé me aller chaque_fois être_désolé de connaître non de autres langue de un le néerlandais pouvoir au minimum comprendre celui-là que nous me dire et faire comprendre celui-là que me penser
cefc-cfpb-1083-3B-874	ça fait ghetto ça fait ghetto	ça fait ghetto ça fait ghetto	[6906, 6190, 6906, 6190]	celle-là faire celle-là faire
cefc-cfpb-1083-3B-855	il y a il y a un tas de trucs à voir	il y a il y a un tas de trucs à voir	[9001, 2627, 6905, 7074, 11318, 7041, 6564]	il_y_a un empiler de truc à voir
cefc-cfpb-1083-3B-1834	euh ce qui nous a permis avec lui puisque il était fin connaisseur euh de pouvoir bénéficier d'une cuisne euh super excellente puisque	euh ce qui nous a permis avec lui puisque il était fin connaisseur euh de pouvoir bénéficier d'une cuisne euh super excellente puisque	[7095, 9839, 11351, 31672, 21014, 31670, 11348, 6480, 36480, 37064, 7074, 35949, 19572, 7074, 8474, 26310, 38564, 32340, 11348]	celui-là passé que nous permettre il parce_que il être fin de pouvoir augmenter de une pensée super bon parce_que
cefc-cfpb-1083-3B-938	le quartier est très vaste	le quartier est très vaste	[8476, 25849, 36480, 25708, 31466]	le quartier être trop famille_nombreuse
cefc-cfpb-1083-3B-1963	les difficultés sont pas les mêmes	les difficultés sont pas les mêmes	[8477, 32436, 36480, 5526, 8477, 4667]	les dur être non les même
cefc-cfpb-1083-3B-2411	pensais que c'était autre chose	pensais que c'était autre chose	[38796, 11351, 7095, 36480, 17054, 11318, 3417]	penser que celui-là être autre truc !
cefc-cfpb-1083-3B-1515	et c'est pas parce que la maison est un peu moins chère dans un faubourg quelconque plutôt qu'à lasne ou à ou à louvain ou au truc au machin	et c'est pas parce que la maison est un peu moins chère dans un faubourg quelconque plutôt qu'à lasne ou à ou à louvain ou au truc au machin	[11399, 7095, 36480, 5526, 11348, 8476, 2317, 36480, 29105, 5512, 4589, 7034, 2627, 14670, 11351, 7041, 2704, 11317, 7041, 11317, 7041, 2704, 11317, 11709, 2704]	et celui-là être non parce_que le maison être seconde minimum cher dans un choix que à ville ou à ou à ville ou au ville
cefc-cfpb-1083-3B-759	pas une péniche non non un un bateau de	pas une péniche non non un un bateau de	[5526, 8474, 37673, 5525, 2627, 2273, 7074]	non une bateau_mouche non un bateau de
cefc-cfpb-1083-3B-2446	peux te rappeler les oeufs brouillés si tu veux	peux te rappeler les oeufs brouillés si tu veux	[35949, 37369, 8477, 38528, 28359, 6625, 5441, 3417]	pouvoir se_souvenir les oeufs_brouillés si toi vouloir !
cefc-cfpb-1083-3B-1846	tu as pas appris un peu l'italien avec lui	tu as pas appris un peu l'italien avec lui	[9839, 6625, 37810, 5526, 29105, 8476, 28971, 31670]	passé toi étudier non seconde le italien il
cefc-cfpb-1083-3B-1162	et le heysel pour aide-mémoire pour les plus jeunes qui savent pas euh	et le heysel pour aide-mémoire pour les plus jeunes qui savent pas euh	[11399, 8476, 2704, 7194, 19522, 37369, 7194, 8477, 5508, 38817, 11351, 5526]	et le ville pour aide se_souvenir pour les plus_ jeunes que non
cefc-cfpb-1083-3B-502	comme tu as une voix assez grave	comme tu as une voix assez grave	[12313, 6625, 32761, 8474, 27073, 36449]	comme toi avoir une son grave
cefc-cfpb-1083-3B-1139	euh et bon c'était intéressant	euh et bon c'était intéressant	[11399, 34641, 9839, 7095, 36480, 37709]	et exact passé celui-là être intéresser
