clips	text	text_process	pictos	tokens
cefc-clapi-reunion_organisation_dh-384	non je crois ce qu'il faut vraiment être très très clair aussi par rapport à aux discussions qui ont eu lieu à avec l'équipe parisienne	non je crois ce qu'il faut vraiment être très très clair aussi par rapport à aux discussions qui ont eu lieu à avec l'équipe parisienne	[5525, 9839, 6632, 38796, 7095, 11351, 15523, 36480, 25708, 25958, 6517, 13358, 32761, 22633, 7041, 7064, 8476, 15264]	non passé me penser celui-là que devoir être trop clair parler à_qui_? avoir instant à avec le coéquipier
cefc-clapi-reunion_organisation_dh-1333	humaine humaine	humaine humaine	[37779]	quelqu'un
cefc-clapi-reunion_organisation_dh-1249	en allemagne	en allemagne	[11709, 8011]	au allemagne
cefc-clapi-reunion_organisation_dh-1335	donc euh or le problème c'est que la communauté nationale aujourd'hui est première	donc euh or le problème c'est que la communauté nationale aujourd'hui est première	[6161, 8476, 5556, 7095, 36480, 11351, 8476, 8693, 35431, 38276, 36480, 4726]	or le problème celui-là être que le société comme aujourd'hui être premier
cefc-clapi-reunion_organisation_dh-539	c'est-à-dire que c'est pas de chercher un bouc émissaire ou de de dire c'est les autres à qui il faut donner défaut	c'est-à-dire que c'est pas de chercher un bouc émissaire ou de de dire c'est les autres à qui il faut donner défaut	[16705, 11351, 7095, 36480, 5526, 7074, 6947, 2627, 22761, 11317, 7074, 9693, 7095, 36480, 8477, 17056, 13358, 15523, 17040]	expliquer que celui-là être non de chercher un moquerie ou de dire celui-là être les autres à_qui_? devoir donner
cefc-clapi-reunion_organisation_dh-634	il est karma	il est karma	[6480, 36480, 36935]	il être haut_du_corps
cefc-clapi-reunion_organisation_dh-34	ce qui va être essentiel pour porter un tel projet dans dans un monde où c'est pas si évident	ce qui va être essentiel pour porter un tel projet dans dans un monde où c'est pas si évident	[7095, 9829, 11351, 36480, 38004, 7194, 6553, 2627, 4667, 6531, 7034, 2627, 30015, 7764, 7095, 36480, 28359, 32436]	celui-là prochain que être essentiel pour porter un même inventer dans un globe où celui-là être si dur
cefc-clapi-reunion_organisation_dh-518	je je suppose que c'est c'est un petit peu	je je suppose que c'est c'est un petit peu	[6632, 11351, 7095, 36480, 7095, 2627, 5546]	me que celui-là être celui-là un peu
cefc-clapi-reunion_organisation_dh-1652	hm est-ce qu'on peut imaginer aussi un atelier euh	hm est-ce qu'on peut imaginer aussi un atelier euh	[3418, 31672, 35949, 37062, 2627, 24645]	est-ce_que nous pouvoir imaginer un atelier
cefc-clapi-reunion_organisation_dh-282	que ça	que ça	[11351, 6906]	que celle-là
cefc-clapi-reunion_organisation_dh-1891	et les capacités euh relationnelles	et les capacités euh relationnelles	[11399, 8477, 35949]	et les pouvoir
cefc-clapi-reunion_organisation_dh-1325	et donc la hm présidente sud-africaine a proposé la méthode de l'indaba	et donc la hm présidente sud-africaine a proposé la méthode de l'indaba	[11399, 9839, 8476, 16378, 22113, 11576, 8476, 27403, 7074, 8476]	et passé le président afrique_du_sud proposer le méthode de le
cefc-clapi-reunion_organisation_dh-124	euh hm alors puisque que je suis sur le site internet	euh hm alors puisque que je suis sur le site internet	[11348, 11377, 6632, 36480, 5451, 8476, 16913]	parce_que alors_que me être sur le page_internet
cefc-clapi-reunion_organisation_dh-657	jusqu'à ce que j'arrive au fond de moi-même	jusqu'à ce que j'arrive au fond de moi-même	[7771, 7095, 11351, 6632, 16807, 11709, 32818, 7074, 6632, 4667]	jusqu’à celui-là que me arrive au fond_marin de me même
cefc-clapi-reunion_organisation_dh-954	et puis est-ce qu'on est tous d'accord	et puis est-ce qu'on est tous d'accord	[3418, 31672, 36480, 5596, 31410]	est-ce_que nous être tout d'accord
cefc-clapi-reunion_organisation_dh-747	c'est des des c'est des différentes cultures	c'est des des c'est des différentes cultures	[7095, 36480, 5374, 7095, 36480, 7074, 32394, 11693]	celui-là être plusieurs celui-là être de différent culture
cefc-clapi-reunion_organisation_dh-61	on est sur un registre plus financier plus économique	on est sur un registre plus financier plus économique	[31672, 36480, 5451, 2627, 32996, 5508, 21871, 5508, 36364]	nous être sur un archives plus_ financer plus_ économie
cefc-clapi-reunion_organisation_dh-2180	et les précisions on va faire un courrier aussi à tous les lycées du rhône pour les inviter à venir visiter enfin voilà	et les précisions on va faire un courrier aussi à tous les lycées du rhône pour les inviter à venir visiter enfin voilà	[11399, 8477, 16705, 9829, 31672, 6190, 2627, 2688, 7041, 5596, 8477, 15515, 7074, 2704, 7194, 8477, 16717, 7041, 32669, 35439]	et les expliquer prochain nous faire un lettre à tout les institution de ville pour les inviter à venir faire_la_visite
cefc-clapi-reunion_organisation_dh-708	c'est pour ça que	c'est pour ça que	[7095, 36480, 7194, 6906, 11351]	celui-là être pour celle-là que
cefc-clapi-reunion_organisation_dh-1158	mais c'est la c'est la la mise en pratique que certains voudraient	mais c'est la c'est la la mise en pratique que certains voudraient	[11377, 7095, 36480, 8476, 7095, 36480, 8476, 19570, 6481, 11709, 7297, 11351, 5374, 5441]	alors_que celui-là être le celui-là être le à_demi_ lui au contexte que plusieurs vouloir
cefc-clapi-reunion_organisation_dh-911	plus la même personne on on s'est bien adapté à une modification du monde qui n'est pas venue de nos propres problèmes et même jusqu'à si on arrive jusqu'au dix-huitième siècle hein	plus la même personne on on s'est bien adapté à une modification du monde qui n'est pas venue de nos propres problèmes et même jusqu'à si on arrive jusqu'au dix-huitième siècle hein	[5508, 8476, 4667, 34560, 9839, 31672, 5397, 8516, 7041, 8474, 7074, 30015, 11351, 32669, 5526, 7074, 12268, 4680, 5556, 11399, 4667, 7771, 28359, 31672, 16807, 11709, 29274, 22631]	plus_ le même personne passé nous heureusement adapter à une de globe que venir non de notre propres problème et même jusqu’à si nous arrive au 18 époque
cefc-clapi-reunion_organisation_dh-1551	et qu'	et qu'	[11399]	et
cefc-clapi-reunion_organisation_dh-1348	je sais pas si ça résout quoi que ce soit	je sais pas si ça résout quoi que ce soit	[5526, 28359, 6906, 37711, 22620, 11351, 7095, 36480]	non si celle-là réponse quoi que celui-là être
cefc-clapi-reunion_organisation_dh-814	est-ce qu'il faudrait pas justement désordonner ces ordres qui ont été mis en place euh ben comme tu disais par euh	est-ce qu'il faudrait pas justement désordonner ces ordres qui ont été mis en place euh ben comme tu disais par euh	[3418, 15523, 5526, 24753, 25282, 7092, 37822, 11351, 6989, 11709, 9819, 12313, 6625, 9693, 7212]	est-ce_que devoir non contraire ordonner ces ordre que mettre au place comme toi dire par
cefc-clapi-reunion_organisation_dh-565	etc mais alors si on veut interpeller les personnes et si ce titre il s'adresse au grand public et il me semble que le terme de chaos il est trop euh systémique	etc mais alors si on veut interpeller les personnes et si ce titre il s'adresse au grand public et il me semble que le terme de chaos il est trop euh systémique	[11377, 28359, 31672, 5441, 24863, 8477, 34560, 11399, 28359, 7095, 37406, 6480, 21828, 11709, 4658, 24783, 11399, 6480, 6632, 11351, 8476, 32765, 7074, 6480, 36480, 25708]	alors_que si nous vouloir être_attentif les personne et si celui-là titre il envoyer au grand audience et il me que le limite de il être trop
cefc-clapi-reunion_organisation_dh-1969	hm qui intègre des propositions qui peuvent être visualisées	hm qui intègre des propositions qui peuvent être visualisées	[9839, 11351, 22783, 5374, 11576, 11351, 35949, 6531]	passé que intégrer plusieurs proposer que pouvoir inventer
cefc-clapi-reunion_organisation_dh-2183	haïti cinq cents ans d'histoire	haïti cinq cents ans d'histoire	[29728, 6979, 29256, 6903, 7074, 32634]	haïti 5 cent année de histoire
cefc-clapi-reunion_organisation_dh-1204	nous nous explicitent euh de quoi	nous nous explicitent euh de quoi	[31672, 7074, 22620]	nous de quoi
cefc-clapi-reunion_organisation_dh-2	euh hm			
cefc-clapi-reunion_organisation_dh-511	même si les intéresse ils s'aperçoivent sont dedans il y en a qui peut se se dire que la la partie climatologie je je m'en balance complètement	même si les intéresse ils s'aperçoivent sont dedans il y en a qui peut se se dire que la la partie climatologie je je m'en balance complètement	[4667, 28359, 8477, 37709, 7032, 36041, 36480, 5439, 11709, 9001, 11351, 35949, 9693, 11351, 8476, 27093, 32600, 6632, 11709, 38014]	même si les intéresser ils apercevoir être dedans au il_y_a que pouvoir dire que le pièce temps_et_météo me au se_balancer
cefc-clapi-reunion_organisation_dh-593_2	de nous	de nous	[7074, 31672]	de nous
cefc-clapi-reunion_organisation_dh-234	oui oui oui	oui oui oui	[5584]	oui
cefc-clapi-reunion_organisation_dh-1118	il y a des fois	il y a des fois	[9001, 27564]	il_y_a épisodiquement
cefc-clapi-reunion_organisation_dh-159	c'est bien ça	c'est bien ça	[7095, 36480, 5397, 6906]	celui-là être heureusement celle-là
cefc-clapi-reunion_organisation_dh-1464	qui s'inspirent des méthodes freinet	qui s'inspirent des méthodes freinet	[11351, 6602, 7074, 27403, 36935]	que inspirer de méthode haut_du_corps
cefc-clapi-reunion_organisation_dh-2144	ah ouais ça va être plus dur hein pour trouver un masseur là ou une masseuse	ah oui ça va être plus dur hein pour trouver un masseur là ou une masseuse	[5584, 9829, 36480, 5508, 32436, 7194, 24742, 2627, 5375, 11317, 8474]	oui prochain être plus_ dur pour trouver un là ou une
cefc-clapi-reunion_organisation_dh-1260	parce que euh	parce que euh	[11348]	parce_que
cefc-clapi-reunion_organisation_dh-369	mais il dit euh	mais il dit euh	[11377, 6480, 9693]	alors_que il dire
cefc-clapi-reunion_organisation_dh-1585	et o on é on était comme des fous à la fin de cette quête	et o on é on était comme des fous à la fin de cette quête	[11399, 3136, 9839, 31672, 36480, 31672, 36480, 12313, 5374, 34169, 7041, 8476, 37064, 7074, 8476, 30857]	et o passé nous être nous être comme plusieurs fou_aux_échecs à le fin de le sacrifice
cefc-clapi-reunion_organisation_dh-242	tous les différents théories du chaos qui existent	tous les différents théories du chaos qui existent	[5596, 8477, 32394, 7074, 11351, 5581]	tout les différent de que exister
cefc-clapi-reunion_organisation_dh-784	l'idée du désordre mondial euh suggère qu'il y aurait un ordre mondial hm	l'idée du désordre mondial euh suggère qu'il y aurait un ordre mondial hm	[8476, 6531, 7074, 24753, 37822, 8173, 11576, 11351, 9001, 2627, 37822, 8173]	le inventer de contraire ordre mondial proposer que il_y_a un ordre mondial
cefc-clapi-reunion_organisation_dh-2167	du neuf janvier	du neuf janvier	[7074, 4705, 35923]	de neuf janvier
cefc-clapi-reunion_organisation_dh-1155	typiquement on invente rien	typiquement on invente rien	[31672, 6531, 29839]	nous inventer rien
cefc-clapi-reunion_organisation_dh-1514	di di	di di	[36935]	haut_du_corps
cefc-clapi-reunion_organisation_dh-2130	et là c'était vraiment pas hm	et là c'était vraiment pas hm	[11399, 5375, 7095, 36480, 5526]	et là celui-là être non
cefc-clapi-reunion_organisation_dh-461	et donc mon jeu était d'apprendre à jouer avec cette eau-là	et donc mon jeu était d'apprendre à jouer avec cette eau-là	[11399, 9839, 12264, 9810, 36480, 7074, 37810, 7041, 23392, 7064, 8476, 6889, 5375]	et passé mon jeu être de étudier à jouer avec le eau là
cefc-clapi-reunion_organisation_dh-1382	ce sont nos féodalités d'aujourd'hui	ce sont nos féodalités d'aujourd'hui	[7095, 36480, 12268, 7074, 38276]	celui-là être notre de aujourd'hui
cefc-clapi-reunion_organisation_dh-447	je nageais avant de de savoir marcher euh	je nageais avant de de savoir marcher euh	[9839, 6632, 6568, 32745, 7074, 16885, 6044]	passé me nager avant de savoir marcher
cefc-clapi-reunion_organisation_dh-393	d'imaginer ce qui pourrait être le pire	d'imaginer ce qui pourrait être le pire	[7074, 37062, 7095, 11351, 35949, 36480, 8476, 34639]	de imaginer celui-là que pouvoir être le pas_bien
cefc-clapi-reunion_organisation_dh-325	et je me dis comment on va vivre avec ça euh	et je me dis comment on va vivre avec ça euh	[11399, 9829, 6632, 9693, 22619, 31672, 11605, 37485, 6906]	et prochain me dire comment nous vivre emmener celle-là
cefc-clapi-reunion_organisation_dh-1347	donc euh d'ailleurs plusieurs ont proposé qu'il y ait des dialogues en humanité aux sommets mondiaux	donc euh d'ailleurs plusieurs ont proposé qu'il y ait des dialogues en humanité aux sommets mondiaux	[9839, 5374, 11576, 11351, 9001, 5374, 23402, 11709, 7041, 20391, 8173]	passé plusieurs proposer que il_y_a plusieurs dialogue au à sommet mondial
cefc-clapi-reunion_organisation_dh-1222	disons en quelque sorte des extensions de notre comportement	disons en quelque sorte des extensions de notre comportement	[9693, 11709, 5374, 7074, 12268, 3417]	dire au plusieurs de notre !
cefc-clapi-reunion_organisation_dh-1392	sur ces questions-là	sur ces questions-là	[5451, 7092, 7217, 5375]	sur ces question là
cefc-clapi-reunion_organisation_dh-122	de ses dimensions humaines tout à fait tout à fait essentielles	de ses dimensions humaines tout à fait tout à fait essentielles	[7074, 12276, 38004]	de ses essentiel
cefc-clapi-reunion_organisation_dh-538	mais on travaille en général d'abord sur sa propre barbarie intérieure	mais on travaille en général d'abord sur sa propre barbarie intérieure	[11377, 31672, 6624, 37029, 32745, 5451, 12272, 26172, 17018, 5439]	alors_que nous travailler souvent avant sur son propre corps_de_dos dedans
cefc-clapi-reunion_organisation_dh-1633	hm il termine pas une phrase	hm il termine pas une phrase	[6480, 32814, 5526, 8474, 27768]	il terminer non une formule
cefc-clapi-reunion_organisation_dh-625	mais euh à partir de ce que tu disais euh et euh f euh enfin c'est s vous vous rejoignez	mais euh à partir de ce que tu disais euh et euh f euh enfin c'est s vous vous rejoignez	[11377, 7074, 7095, 11351, 9839, 6625, 9693, 11399, 7095, 36480, 7304, 26818]	alors_que de celui-là que passé toi dire et celui-là être vous rejoindre
cefc-clapi-reunion_organisation_dh-1999	donc c'est aussi de réfléchir à ça	donc c'est aussi de réfléchir à ça	[7095, 36480, 7074, 38796, 7041, 6906]	celui-là être de penser à celle-là
cefc-clapi-reunion_organisation_dh-1872	la cohésion du sens	la cohésion du sens	[8476, 7074, 30196]	le de sens
cefc-clapi-reunion_organisation_dh-99	mais euh de façon on va dire citoyenne responsable joyeuse	mais euh de façon on va dire citoyenne responsable joyeuse	[11377, 7074, 9829, 31672, 9693, 37779, 22755, 31849]	alors_que de prochain nous dire quelqu'un chef gai
cefc-clapi-reunion_organisation_dh-287	euh s on on peut même jouer un jeu de rôles	euh s on on peut même jouer un jeu de rôles	[31672, 35949, 4667, 23392, 2627, 33990]	nous pouvoir même jouer un jeu_de_rôle
cefc-clapi-reunion_organisation_dh-158	et donc c'est c'est si je comprends bien cette idée de résilience	et donc c'est c'est si je comprends bien cette idée de résilience	[11399, 7095, 36480, 7095, 36480, 28359, 6632, 11697, 5397, 8476, 6531, 7074]	et celui-là être celui-là être si me comprendre heureusement le inventer de
cefc-clapi-reunion_organisation_dh-2119	et du coup ils prenaient la parole avec nous	et du coup ils prenaient la parole avec nous	[11399, 9839, 7032, 10148, 8476, 7064, 31672]	et passé ils prendre le avec nous
cefc-clapi-reunion_organisation_dh-1466	mais qui sont euh avec conseil de classe euh	mais qui sont euh avec conseil de classe euh	[11377, 11351, 36480, 7064, 37708, 7074, 9815]	alors_que que être avec recommander de classe
cefc-clapi-reunion_organisation_dh-763	est-ce que vous	est-ce que vous	[3418, 7304]	est-ce_que vous
cefc-clapi-reunion_organisation_dh-414	c'est pas la résilience toute seule	c'est pas la résilience toute seule	[7095, 36480, 5526, 8476, 10213]	celui-là être non le seule
cefc-clapi-reunion_organisation_dh-1887	donc ils ont fait ce travail en coopération avec une avec soit la maison soit un centre social je sais pas ou une école mais en tout cas avec les enfants du du quartier	donc ils ont fait ce travail en coopération avec une avec soit la maison soit un centre social je sais pas ou une école mais en tout cas avec les enfants du du quartier	[9839, 7032, 6190, 7095, 16087, 11709, 4570, 7064, 8474, 7064, 8476, 2317, 2627, 5424, 8693, 5526, 11317, 8474, 3082, 11377, 7064, 8477, 6975, 7074, 25849]	passé ils faire celui-là emploi au aider avec une avec le maison un centre société non ou une école alors_que avec les enfants de quartier
cefc-clapi-reunion_organisation_dh-1823	et si demain matin il y a le chaos qu'est -ce qu'on fait hm face à qu quelle urgen enfin quel qu'est-ce qu'on invente hm là tout de suite comme ça euh	et si demain matin il y a le chaos qu'est -ce qu'on fait hm face à qu quelle urgen enfin quel qu'est-ce qu'on invente hm là tout de suite comme ça euh	[11399, 28359, 38278, 25704, 9001, 8476, 11351, 36480, 7095, 11351, 31672, 16000, 27365, 22624, 37779, 22624, 3418, 31672, 6531, 5375, 32747, 12313, 6906]	et si lendemain matin il_y_a le que être celui-là que nous faire_face en_face quelle quelqu'un quelle est-ce_que nous inventer là maintenant comme celle-là
cefc-clapi-reunion_organisation_dh-1441	pourquoi c'est comme ça ouais	pourquoi c'est comme ça oui	[24763, 7095, 36480, 12313, 6906, 5584]	pourquoi celui-là être comme celle-là oui
cefc-clapi-reunion_organisation_dh-317	et euh c'est c'est	et euh c'est c'est	[11399, 7095, 36480, 7095, 36480]	et celui-là être celui-là être
cefc-clapi-reunion_organisation_dh-1140	et les hommes politiques empêchent les gens de manger correctement	et les hommes politiques empêchent les gens de manger correctement	[11399, 8477, 5548, 14008, 8477, 38444, 7074, 38413, 34641]	et les homme_politique alerter les gens de manger exact
cefc-clapi-reunion_organisation_dh-311	c'est pour ça euh ben	c'est pour ça euh ben	[7095, 36480, 7194, 6906]	celui-là être pour celle-là
cefc-clapi-reunion_organisation_dh-1176	c'est ils se trouvent bien là où il là où ils sont aussi	c'est ils se trouvent bien là où il là où ils sont aussi	[7095, 36480, 7032, 36392, 5397, 5375, 7764, 6480, 5375, 7764, 7032, 36480]	celui-là être ils se_trouver heureusement là où il là où ils être
cefc-clapi-reunion_organisation_dh-1507	euh hm je connais des gens à l'arche de saint-antoine en fait qui cor	euh hm je connais des gens à l'arche de saint-antoine en fait qui cor	[16885, 5374, 38444, 7041, 8476, 12333, 11351, 6234]	savoir plusieurs gens à le association_à_but_non_lucratif que cor
cefc-clapi-reunion_organisation_dh-480	non non non moi tout à l'heure j'ai dit que on lâche les choses	non non non moi tout à l'heure j'ai dit que on lâche les choses	[5525, 6632, 32749, 9839, 6632, 9693, 11351, 31672, 6215, 8477, 11318]	non me après passé me dire que nous lâcher les truc
cefc-clapi-reunion_organisation_dh-1651	hm hm et voilà	hm hm et voilà	[11399]	et
cefc-clapi-reunion_organisation_dh-326	s'il y a moyen de l'éviter tant mieux hm	s'il y a moyen de l'éviter tant mieux hm	[9001, 4693, 7074, 8476, 24032, 7168, 11705]	il_y_a moyen de le éviter_un_objet nombreux améliorer
cefc-clapi-reunion_organisation_dh-677	mais en fait c'est c'est peut-être plutôt	mais en fait c'est c'est peut-être plutôt	[11377, 7095, 36480, 7095, 36480, 14670]	alors_que celui-là être celui-là être choix
cefc-clapi-reunion_organisation_dh-764	et moi euh euh nous avons conscience aujourd'hui à lyon de vivre dans le désordre mondial	et moi euh euh nous avons conscience aujourd'hui à lyon de vivre dans le désordre mondial	[11399, 6632, 31672, 32761, 12319, 38276, 7041, 2704, 7074, 11605, 7034, 8476, 24753, 37822, 8173]	et me nous avoir conscience aujourd'hui à ville de vivre dans le contraire ordre mondial
cefc-clapi-reunion_organisation_dh-775	oui oui parce que euh madame vous avez dit que vous alliez dans un pays qui n'existe	oui oui parce que euh madame vous avez dit que vous alliez dans un pays qui n'existe	[5584, 11348, 9839, 4744, 7304, 9693, 11351, 7304, 2432, 7034, 2627, 35431, 11351, 5581]	oui parce_que passé monsieur vous dire que vous partir dans un comme que exister
cefc-clapi-reunion_organisation_dh-1998	euh hm et du coup ça ils arrivent pas forcément au débat hm en s'étant suffisamment enrichi même si c'est super intéressant ce qu'ils ont pu faire avant mais c'est pas toujours en adéquation	euh hm et du coup ça ils arrivent pas forcément au débat hm en s'étant suffisamment enrichi même si c'est super intéressant ce qu'ils ont pu faire avant mais c'est pas toujours en adéquation	[11399, 9839, 6906, 7032, 16807, 5526, 11709, 16004, 11709, 15816, 4667, 28359, 7095, 36480, 38564, 37709, 7095, 11351, 7032, 35949, 6190, 32745, 11377, 7095, 36480, 5526, 17322, 11709, 11315]	et passé celle-là ils arrive non au contrer au compléter même si celui-là être super intéresser celui-là que ils pouvoir faire avant alors_que celui-là être non chaque_fois au nous_ne_nous_comprenons_pas
cefc-clapi-reunion_organisation_dh-1803	et qu'on joue avec	et qu'on joue avec	[11399, 11351, 31672, 23392, 7064]	et que nous jouer avec
cefc-clapi-reunion_organisation_dh-1060	et s mais c'est un raccourci hm euh pardonner à quelque chose de totalement énorme hm	et s mais c'est un raccourci hm euh pardonner à quelque chose de totalement énorme hm	[11399, 11377, 7095, 36480, 2627, 38360, 7041, 11318, 7074, 5596, 4658]	et alors_que celui-là être un excuser à truc de tout grand
cefc-clapi-reunion_organisation_dh-1811	okay moi je trouve que c'est bien pour s'arrêter là	okay moi je trouve que c'est bien pour s'arrêter là	[37779, 6632, 24742, 11351, 7095, 36480, 5397, 7194, 38715, 5375]	quelqu'un me trouver que celui-là être heureusement pour s'arrêter là
cefc-clapi-reunion_organisation_dh-1805	et c'est ça sortir du chaos du coup	et c'est ça sortir du chaos du coup	[11399, 7095, 36480, 6906, 5568, 7074]	et celui-là être celle-là sortir de
cefc-clapi-reunion_organisation_dh-64	c'est un peu cet cet objectif-là qui est recherché	c'est un peu cet cet objectif-là qui est recherché	[7095, 36480, 29105, 7091, 5375, 11351, 21466]	celui-là être seconde cet là que rechercher
cefc-clapi-reunion_organisation_dh-734	parce que	parce que	[11348]	parce_que
cefc-clapi-reunion_organisation_dh-174_2	chacun euh donc il faut trouver quelque chose de simple euh hm et et qui fasse	chacun euh donc il faut trouver quelque chose de simple euh hm et et qui fasse	[36081, 15523, 24742, 11318, 7074, 32434, 11399, 11351, 6190]	tout_le_monde devoir trouver truc de facile et que faire
cefc-clapi-reunion_organisation_dh-132	donc euh on va voir s comment euh les uns et les autres peuvent l'appeler	donc euh on va voir s comment euh les uns et les autres peuvent l'appeler	[9829, 31672, 6564, 22619, 8477, 11399, 8477, 17056, 35949, 8476, 6552]	prochain nous voir comment les et les autres pouvoir le crier
cefc-clapi-reunion_organisation_dh-1417	comment c'est formulé	comment c'est formulé	[22619, 7095, 6531]	comment celui-là inventer
cefc-clapi-reunion_organisation_dh-490	dans le chaos	dans le chaos	[7034, 8476]	dans le
cefc-clapi-reunion_organisation_dh-958	bon l'objectif c'est pas de créer de générer des débats philosophiques pour des	bon l'objectif c'est pas de créer de générer des débats philosophiques pour des	[34641, 8476, 7095, 36480, 5526, 7074, 11698, 7074, 5374, 16004, 7194, 5374]	exact le celui-là être non de produire de plusieurs contrer pour plusieurs
cefc-clapi-reunion_organisation_dh-342	et que c'est devenu un un truc du tempérament londonien du coup	et que c'est devenu un un truc du tempérament londonien du coup	[11399, 11351, 9839, 7095, 2627, 11318, 7074]	et que passé celui-là un truc de
cefc-clapi-reunion_organisation_dh-815	oui oui	oui oui	[5584]	oui
cefc-clapi-reunion_organisation_dh-1194	et d'autre et celui qui peut-être était capable de le faire à un moment donné	et d'autre et celui qui peut-être était capable de le faire à un moment donné	[11399, 7074, 17054, 11399, 7095, 9839, 11351, 35949, 8476, 6190, 7041, 2627, 22633, 17040]	et de autre et celui-là passé que pouvoir le faire à un instant donner
cefc-clapi-reunion_organisation_dh-576	si si je sais pas si	si si je sais pas si	[28359, 5526, 28359]	si non si
cefc-clapi-reunion_organisation_dh-1261	s bon alors quand on a fini de faire ce tour d'horizon on se dit que il y a une vision chinoise indienne guatémaltèque et caetera de quel était le problème et quelle était la solution	s bon alors quand on a fini de faire ce tour d'horizon on se dit que il y a une vision chinoise indienne guatémaltèque et caetera de quel était le problème et quelle était la solution	[34641, 32874, 9839, 31672, 28429, 7074, 6190, 7095, 34165, 7074, 20393, 31672, 9693, 11351, 9001, 8474, 36041, 37647, 6152, 7074, 22624, 36480, 8476, 5556, 11399, 5581, 36480, 8476, 37711]	exact quand passé nous finir de faire celui-là tour de horizon nous dire que il_y_a une apercevoir chinois indien de quelle être le problème et exister être le réponse
cefc-clapi-reunion_organisation_dh-1930	hm hm			
cefc-clapi-reunion_organisation_dh-1058_1	je crois	je crois	[6632, 38796]	me penser
cefc-clapi-reunion_organisation_dh-1226	j euh			
cefc-clapi-reunion_organisation_dh-1837	si ça va devenir autre chose on pourrait inventer des jeux comme ça	si ça va devenir autre chose on pourrait inventer des jeux comme ça	[28359, 9829, 17054, 11318, 31672, 35949, 6531, 5374, 9810, 12313, 6906]	si prochain autre truc nous pouvoir inventer plusieurs jeu comme celle-là
cefc-clapi-reunion_organisation_dh-516	qui ont pris conscience	qui ont pris conscience	[9839, 11351, 31975]	passé que être_conscient
cefc-clapi-reunion_organisation_dh-664	on réagit de la même façon euh à la à la même stimulation	on réagit de la même façon euh à la à la même stimulation	[31672, 8476, 32392, 7041, 8476, 7041, 8476, 4667, 8217]	nous le pareil à le à le même salle_de_stimulation
cefc-clapi-reunion_organisation_dh-9	je pensais que c'était que c'était sur le	je pensais que c'était que c'était sur le	[9839, 6632, 38796, 11351, 7095, 36480, 11351, 7095, 36480, 5451, 8476]	passé me penser que celui-là être que celui-là être sur le
cefc-clapi-reunion_organisation_dh-337	c'était i promise you	c'était i promise you	[7095, 37046]	celui-là promettre
cefc-clapi-reunion_organisation_dh-2008	eh ouais	eh oui	[5584]	oui
cefc-clapi-reunion_organisation_dh-1696	et c'est tout le temps comme ça	et c'est tout le temps comme ça	[11399, 7095, 36480, 17322, 12313, 6906]	et celui-là être chaque_fois comme celle-là
cefc-clapi-reunion_organisation_dh-744	nous c'est le nucléaire	nous c'est le nucléaire	[31672, 7095, 36480, 8476]	nous celui-là être le
cefc-clapi-reunion_organisation_dh-186	voilà euh	voilà euh	[3417]	!
cefc-clapi-reunion_organisation_dh-198_2	mais on est bien sur ce sur ce registre-là	mais on est bien sur ce sur ce registre-là	[11377, 31672, 36480, 5397, 5451, 7095, 5451, 32996, 7095]	alors_que nous être heureusement sur celui-là sur archives celui-là
cefc-clapi-reunion_organisation_dh-599	c'est aussi par rapport à des personnes	c'est aussi par rapport à des personnes	[7095, 36480, 5374, 34560]	celui-là être plusieurs personne
cefc-clapi-reunion_organisation_dh-803	moi j'aime bien le changeons le monde	moi j'aime bien le changeons le monde	[6632, 21917, 8476, 37360, 30014]	me plaire le changer planète_terre
cefc-clapi-reunion_organisation_dh-1461	coopératifs à l'école c'est	coopératifs à l'école c'est	[7041, 8476, 3082, 7095, 36480]	à le école celui-là être
cefc-clapi-reunion_organisation_dh-1451	je me suis posé la question parfois qui enseigne l'art de la coopération	je me suis posé la question parfois qui enseigne l'art de la coopération	[9839, 6632, 25353, 8476, 7217, 27564, 11351, 26809, 8476, 11245, 7074, 8476, 4570]	passé me se_poser le question épisodiquement que enseigner le enseignement_artistique de le aider
cefc-clapi-reunion_organisation_dh-262	c'est c'est pour ça que le chaos est intéressant si tout est structuré	c'est c'est pour ça que le chaos est intéressant si tout est structuré	[7095, 36480, 7095, 36480, 7194, 6906, 11351, 9839, 8476, 36480, 37709, 28359, 5596]	celui-là être celui-là être pour celle-là que passé le être intéresser si tout
cefc-clapi-reunion_organisation_dh-365	on entend euh enfin ces gouvernements qui changent et un nouveau euh ministre espagnol qui va être qui dit euh vous attendez	on entend euh enfin ces gouvernements qui changent et un nouveau euh ministre espagnol qui va être qui dit euh vous attendez	[9829, 31672, 6572, 7092, 21906, 11351, 37360, 11399, 11316, 21992, 11534, 11351, 36480, 11351, 9693, 7304, 28677]	prochain nous entendre ces gouvernement que changer et nouveau un_ministre espagnol que être que dire vous attendre
cefc-clapi-reunion_organisation_dh-2112	et ils nous ont demandés pour rentrer pendant qu'on faisait nos nos dialogues en humanité	et ils nous ont demandés pour rentrer pendant qu'on faisait nos nos dialogues en humanité	[11399, 9839, 7032, 31672, 9840, 7194, 29714, 7081, 11351, 31672, 6190, 12268, 23402, 11709]	et passé ils nous demander pour rentrer_à_la_maison pendant que nous faire notre dialogue au
