clips	text	text_process	pictos	tokens
cefc-frenchoralnarrative-Buleon_044-1_CONTE_DE_LA_CREATION-84	quant à son sexe	quant à son sexe	[6481, 12272, 10345]	lui son genre
cefc-frenchoralnarrative-Buleon_044-1_CONTE_DE_LA_CREATION-21	une réussite presque parfaite jour nuit jour nuit qui se succédaient sans accrocs à peine un petit décalage au moment de l'équinoxe mais globalement une belle belle réussite	une réussite presque parfaite jour nuit jour nuit qui se succédaient sans accrocs à peine un petit décalage au moment de l'équinoxe mais globalement une belle belle réussite	[8474, 38006, 37371, 26997, 37371, 26997, 9839, 11351, 7813, 20091, 5546, 2627, 4716, 24751, 22633, 7074, 8476, 11377, 8474, 11194]	une impeccable jour nuit jour nuit passé que sans abus peu un petit désaccord instant de le alors_que une beau
cefc-frenchoralnarrative-Buleon_044-1_CONTE_DE_LA_CREATION-23	et il a été vacquer à ses occupations dans le même temps et assez loin de là	et il a été vacquer à ses occupations dans le même temps et assez loin de là	[11399, 9839, 6480, 36480, 7041, 12276, 16087, 7034, 8476, 4667, 22631, 11399, 30385, 5375]	et passé il être à ses emploi dans le même époque et loin là
cefc-frenchoralnarrative-Buleon_044-1_CONTE_DE_LA_CREATION-16	oui je sais ça paraît un petit peu long parce que maintenant on n'est plus très habitué à réfléchir	oui je sais ça paraît un petit peu long parce que maintenant on n'est plus très habitué à réfléchir	[5584, 9839, 6632, 16885, 6906, 5546, 26162, 11348, 32747, 31672, 36480, 5508, 25708, 7041, 38796]	oui passé me savoir celle-là peu long parce_que maintenant nous être plus_ trop à penser
cefc-frenchoralnarrative-Buleon_044-1_CONTE_DE_LA_CREATION-46	et puis les six titans et leurs six soeurs les titanides	et puis les six titans et leurs six soeurs les titanides	[8477, 2632, 36935, 11399, 12278, 2632, 2422, 8477, 36935]	les six haut_du_corps et leurs six soeur les haut_du_corps
cefc-frenchoralnarrative-Buleon_044-1_CONTE_DE_LA_CREATION-3	et il y avait la conscience	et il y avait la conscience	[11399, 9001, 8476, 12319]	et il_y_a le conscience
cefc-frenchoralnarrative-Buleon_044-1_CONTE_DE_LA_CREATION-2	il y avait la terre	il y avait la terre	[9001, 8476, 3160]	il_y_a le terre
cefc-frenchoralnarrative-Buleon_044-1_CONTE_DE_LA_CREATION-71	ah vous les auriez vus les fiers titans les gigantesques cyclopes les monstrueux cent bras	ah vous les auriez vus les fiers titans les gigantesques cyclopes les monstrueux cent bras	[9839, 7304, 8477, 6564, 8477, 31408, 36935, 8477, 36935, 8477, 11306, 2669]	passé vous les voir les imbu haut_du_corps les haut_du_corps les monstre bras
cefc-frenchoralnarrative-Buleon_044-1_CONTE_DE_LA_CREATION-79	il prend la faucille	il prend la faucille	[6480, 10148, 8476, 2973]	il prendre le faucille
cefc-frenchoralnarrative-Buleon_044-1_CONTE_DE_LA_CREATION-5	et ils sont restés ainsi quelques milliards d'années sans jamais se parler	et ils sont restés ainsi quelques milliards d'années sans jamais se parler	[11399, 9839, 7032, 27206, 36513, 7074, 6903, 7813, 5527, 36544]	et passé ils rester n'importe_qui de année sans jamais bavardage_
cefc-frenchoralnarrative-Buleon_044-1_CONTE_DE_LA_CREATION-7	et conscience est adressée à chaos	et conscience est adressée à chaos	[11399, 12319, 21828, 7041, 36935]	et conscience envoyer à haut_du_corps
cefc-frenchoralnarrative-Buleon_044-1_CONTE_DE_LA_CREATION-41	et à chaque nuit que fabriquait chaos ouranos enveloppait tendrement gaia	et à chaque nuit que fabriquait chaos ouranos enveloppait tendrement gaia	[11399, 7041, 5596, 26997, 11351, 32751, 36935, 37779, 7265, 36935]	et à tout nuit que fabriquer haut_du_corps quelqu'un envelopper haut_du_corps
cefc-frenchoralnarrative-Buleon_044-1_CONTE_DE_LA_CREATION-57	et ça l'a énervé de rage	et ça l'a énervé de rage	[11399, 9839, 6906, 8476, 37824, 37420]	et passé celle-là le déranger se_mettre_en_colère
cefc-frenchoralnarrative-Buleon_044-1_CONTE_DE_LA_CREATION-48	et ils étaient si laids qu'on pouvait mourir juste en croisant leur regard	et ils étaient si laids qu'on pouvait mourir juste en croisant leur regard	[11399, 9839, 7032, 36480, 28359, 4648, 11351, 31672, 35949, 32250, 21381, 11709, 12274, 2876]	et passé ils être si laid que nous pouvoir décéder juste au leur yeux
cefc-frenchoralnarrative-Buleon_044-1_CONTE_DE_LA_CREATION-86	il en sort une blanche écume qui se mêle à l'écume des vagues et de cette union	il en sort une blanche écume qui se mêle à l'écume des vagues et de cette union	[6480, 11709, 5568, 8474, 2662, 37901, 11351, 7041, 8476, 37901, 7074, 4706, 11399, 7074, 8476, 25696]	il au sortir une blanc écume que à le écume de vague et de le accord
cefc-frenchoralnarrative-Buleon_044-1_CONTE_DE_LA_CREATION-80	et du sexe de son père schlack il fait moisson	et du sexe de son père schlack il fait moisson	[11399, 7074, 10345, 7074, 12272, 2497, 36935, 6480, 6190]	et de genre de son père haut_du_corps il faire
cefc-frenchoralnarrative-Buleon_044-1_CONTE_DE_LA_CREATION-42	il la recouvrait de son long corps	il la recouvrait de son long corps	[9839, 6480, 8476, 26024, 7074, 12272, 26162, 17022]	passé il le couvrir de son long corps
cefc-frenchoralnarrative-Buleon_044-1_CONTE_DE_LA_CREATION-13	mais les paroles de conscience sont restées gravées quand même dans la mémoire de chaos	mais les paroles de conscience sont restées gravées quand même dans la mémoire de chaos	[11377, 9839, 8477, 7074, 12319, 36924, 7034, 8476, 37369, 7074, 36935]	alors_que passé les de conscience graver dans le se_souvenir de haut_du_corps
cefc-frenchoralnarrative-Buleon_044-1_CONTE_DE_LA_CREATION-52	étaient les plus beaux des enfants monstrueusement grands et doués d'une force inimaginable	étaient les plus beaux des enfants monstrueusement grands et doués d'une force inimaginable	[36480, 8477, 5508, 4660, 7074, 6975, 4557, 11399, 7074, 8474, 36539]	être les plus_ mignon de enfants grands et de une force
cefc-frenchoralnarrative-Buleon_044-1_CONTE_DE_LA_CREATION-40	elle avait imaginé grand et doux	elle avait imaginé grand et doux	[9839, 7028, 37062, 4658, 11399, 26455]	passé elle imaginer grand et doux
cefc-frenchoralnarrative-Buleon_044-1_CONTE_DE_LA_CREATION-85	que cronos a lancé loin derrière lui dans la mer	que cronos a lancé loin derrière lui dans la mer	[11351, 9839, 37779, 6543, 30385, 5443, 6481, 7034, 8476, 2925]	que passé quelqu'un lancer loin derrière lui dans le mer
cefc-frenchoralnarrative-Buleon_044-1_CONTE_DE_LA_CREATION-39	elle en était là de ses réflexions quand tout d'un coup de sa matrice a jailli ouranos le ciel etoilé exactement comme	elle en était là de ses réflexions quand tout d'un coup de sa matrice a jailli ouranos le ciel etoilé exactement comme	[9839, 7028, 11709, 36480, 5375, 7074, 12276, 38004, 32874, 25736, 7074, 12272, 36935, 8476, 38270, 37779, 12313]	passé elle au être là de ses essentiel quand immédiatement de son haut_du_corps le ciel quelqu'un comme
cefc-frenchoralnarrative-Buleon_044-1_CONTE_DE_LA_CREATION-53	seulement ouranos n'a pas su bien profiter de ce cadeau extraordinaire qu'est la paternité	seulement ouranos n'a pas su bien profiter de ce cadeau extraordinaire qu'est la paternité	[9839, 36935, 7180, 34639, 36346, 7074, 7095, 25381, 38564, 11351, 36480, 8476, 2497]	passé haut_du_corps je_ne_sais_plus pas_bien bénéfice de celui-là cadeau super que être le père
cefc-frenchoralnarrative-Buleon_044-1_CONTE_DE_LA_CREATION-81	et il le jette derrière lui	et il le jette derrière lui	[11399, 6480, 8476, 36673, 5443, 6481]	et il le jeter derrière lui
cefc-frenchoralnarrative-Buleon_044-1_CONTE_DE_LA_CREATION-27	alors conscience s'est approchée de gaia et lui a dit tu sais gaia	alors conscience s'est approchée de gaia et lui a dit tu sais gaia	[9839, 12319, 6879, 7074, 36935, 11399, 6481, 9693, 6625, 16885, 36935]	passé conscience approcher de haut_du_corps et lui dire toi savoir haut_du_corps
cefc-frenchoralnarrative-Buleon_044-1_CONTE_DE_LA_CREATION-68	et là dans son ventre elle a convoqué tous ses enfants les titans les cyclopes les cent bras	et là dans son ventre elle a convoqué tous ses enfants les titans les cyclopes les cent bras	[11399, 5375, 7034, 12272, 2786, 9839, 7028, 8207, 5596, 12276, 6975, 8477, 36935, 8477, 36935, 8477, 2669]	et là dans son ventre passé elle rencontre tout ses enfants les haut_du_corps les haut_du_corps les bras
cefc-frenchoralnarrative-Buleon_044-1_CONTE_DE_LA_CREATION-49	et encore trois enfants	et encore trois enfants	[11399, 37163, 2629, 6975]	et une_autre_fois trois enfants
cefc-frenchoralnarrative-Buleon_044-1_CONTE_DE_LA_CREATION-54	au lieu de s'attendrir devant ses enfants qui grandissaient de les regarder avec amour et tendresse	au lieu de s'attendrir devant ses enfants qui grandissaient de les regarder avec amour et tendresse	[7074, 8992, 5438, 12276, 6975, 9839, 11351, 16625, 7074, 8477, 6564, 7064, 37799, 11399]	de s'amuser devant ses enfants passé que grandir de les voir avec chéri et
cefc-frenchoralnarrative-Buleon_044-1_CONTE_DE_LA_CREATION-51	chacun il faut dire que tous les enfants qui naquirent de la terre et du ciel	chacun il faut dire que tous les enfants qui naquirent de la terre et du ciel	[36081, 9693, 11351, 5596, 8477, 6975, 9839, 11351, 37980, 7074, 8476, 3160, 11399, 7074, 38270]	tout_le_monde dire que tout les enfants passé que naître de le terre et de ciel
cefc-frenchoralnarrative-Buleon_044-1_CONTE_DE_LA_CREATION-10	tu devrais organiser un petit peu ta vie	tu devrais organiser un petit peu ta vie	[6625, 15523, 33970, 5546, 12281, 8717]	toi devoir coordonner peu ton vie
cefc-frenchoralnarrative-Buleon_044-1_CONTE_DE_LA_CREATION-44	et c'est ainsi qu'au lit du ciel	et c'est ainsi qu'au lit du ciel	[11399, 7095, 36480, 12313, 11709, 2304, 7074, 38270]	et celui-là être comme au lit de ciel
cefc-frenchoralnarrative-Buleon_044-1_CONTE_DE_LA_CREATION-11	tu devrais avoir un projet peut-être faut-il que tu envisages de faire un enfant un enfant avec qui veux-tu que je fasse un enfant conscience	tu devrais avoir un projet peut-être faut-il que tu envisages de faire un enfant un enfant avec qui veux-tu que je fasse un enfant conscience	[6625, 15523, 32761, 2627, 6531, 15523, 6480, 11351, 6625, 12349, 7074, 6190, 2627, 7176, 2627, 7176, 7064, 9857, 5441, 6625, 11351, 6632, 6190, 2627, 7176, 12319]	toi devoir avoir un inventer devoir il que toi considérer de faire un garçon un garçon avec anonymes vouloir toi que me faire un garçon conscience
cefc-frenchoralnarrative-Buleon_044-1_CONTE_DE_LA_CREATION-82	en gémissant ouranos se retire à jamais de gaia et de son sang mêlé à la terre	en gémissant ouranos se retire à jamais de gaia et de son sang mêlé à la terre	[11709, 36935, 37143, 7041, 5527, 7074, 2704, 11399, 7074, 12272, 2803, 5515, 7041, 8476, 3160]	au haut_du_corps ouvrir_les_rideaux à jamais de ville et de son sang mélanger à le terre
cefc-frenchoralnarrative-Buleon_044-1_CONTE_DE_LA_CREATION-20	sans l'aide de personne sans s'unir à qui que ce soit chaos a engendré le jour et la nuit	sans l'aide de personne sans s'unir à qui que ce soit chaos a engendré le jour et la nuit	[7813, 8476, 19522, 7074, 34560, 7813, 6965, 13358, 11351, 7095, 36480, 9839, 8476, 21018]	sans le aide de personne sans marier à_qui_? que celui-là être passé le jour_et_nuit
cefc-frenchoralnarrative-Buleon_044-1_CONTE_DE_LA_CREATION-30	alors gaia commencé à imaginer le compagnon idéal	alors gaia commencé à imaginer le compagnon idéal	[9839, 37779, 5431, 7041, 37062, 8476, 37799, 38006]	passé quelqu'un commencer à imaginer le chéri impeccable
cefc-frenchoralnarrative-De_La_Salle_GRAND-MERE_MENSONGE_1-115	mais il a pas complètement réussi	mais il a pas complètement réussi	[11377, 9839, 6480, 29635, 5526]	alors_que passé il réussir non
cefc-frenchoralnarrative-De_La_Salle_GRAND-MERE_MENSONGE_1-101	si jamais vous vous trouvez devant lui il est présidé par un crocodile dont la mâchoire fait la largeur de la caverne vous voyez à peu près	si jamais vous vous trouvez devant lui il est présidé par un crocodile dont la mâchoire fait la largeur de la caverne vous voyez à peu près	[28359, 5527, 9839, 7304, 36392, 5438, 6481, 6480, 36945, 7212, 2627, 2343, 8476, 37473, 6190, 8476, 8023, 7074, 8476, 2729, 7304, 6564, 7212]	si jamais passé vous se_trouver devant lui il faire_de_la_bicyclette par un crocodile le mâchoire faire le largeur de le antre vous voir par
cefc-frenchoralnarrative-De_La_Salle_GRAND-MERE_MENSONGE_1-93	ils ont fait quelquefois vous voyez ils ont fait des ravages sur la terre	ils ont fait quelquefois vous voyez ils ont fait des ravages sur la terre	[9839, 7032, 6190, 27564, 7304, 6564, 7032, 6190, 5374, 25056, 5451, 8476, 3160]	passé ils faire épisodiquement vous voir ils faire plusieurs détruire sur le terre
cefc-frenchoralnarrative-De_La_Salle_GRAND-MERE_MENSONGE_1-18	il a été installé dans un endroit pas du tout ordinaire	il a été installé dans un endroit pas du tout ordinaire	[6480, 2872, 7034, 2627, 11696]	il mettre_dans_l'ordre dans un doute
cefc-frenchoralnarrative-De_La_Salle_GRAND-MERE_MENSONGE_1-30	il ont mis là justement à droite de la à droite de la mairie quoi	il ont mis là justement à droite de la à droite de la mairie quoi	[9839, 6480, 6989, 5375, 9202, 7074, 8476, 9202, 7074, 8476, 3060, 22620]	passé il mettre là droite de le droite de le mairie quoi
cefc-frenchoralnarrative-De_La_Salle_GRAND-MERE_MENSONGE_1-11	alors évidemment quand on est assis on sent moins bien	alors évidemment quand on est assis on sent moins bien	[32874, 9839, 31672, 6611, 31672, 25275, 5512, 5397]	quand passé nous asseoir nous sentir minimum heureusement
cefc-frenchoralnarrative-De_La_Salle_GRAND-MERE_MENSONGE_1-33	en fait il y a une une immense caverne dessous	en fait il y a une une immense caverne dessous	[9001, 8474, 2729, 5437]	il_y_a une antre en_dessous
cefc-frenchoralnarrative-De_La_Salle_GRAND-MERE_MENSONGE_1-196	s'il vous dit ce que c'est que la vérité alors le crocodile dit bon je vais essayer voilà que le prochain arrive	s'il vous dit ce que c'est que la vérité alors le crocodile dit bon je vais essayer voilà que le prochain arrive	[9829, 6480, 7304, 9693, 7095, 11351, 7095, 36480, 11351, 8476, 37236, 8476, 2343, 9693, 34641, 6632, 26144, 11351, 8476, 9829, 16807]	prochain il vous dire celui-là que celui-là être que le vérité le crocodile dire exact me essayer que le prochain arrive
cefc-frenchoralnarrative-De_La_Salle_GRAND-MERE_MENSONGE_1-22	alors ça tremble	alors ça tremble	[6906, 7109]	celle-là trembler
cefc-frenchoralnarrative-De_La_Salle_GRAND-MERE_MENSONGE_1-199	parce qu'il avait été chez le dentiste ne pouvait pas venir ce soir	parce qu'il avait été chez le dentiste ne pouvait pas venir ce soir	[11348, 9839, 6480, 36480, 8476, 2733, 35949, 32669, 5526, 26997]	parce_que passé il être le dentiste pouvoir venir non nuit
cefc-frenchoralnarrative-De_La_Salle_GRAND-MERE_MENSONGE_1-172	monsieur le président j'ai appris qu'à argentan il y avait quelqu'un qui allait raconter des histoires	monsieur le président j'ai appris qu'à argentan il y avait quelqu'un qui allait raconter des histoires	[4744, 8476, 16378, 9829, 9839, 6632, 37810, 11351, 7041, 2704, 9001, 37779, 11351, 6461, 5374, 6469]	monsieur le président prochain passé me étudier que à ville il_y_a quelqu'un que raconter plusieurs raconter_une_histoire
cefc-frenchoralnarrative-De_La_Salle_GRAND-MERE_MENSONGE_1-205	s'il avait été une grenouille	s'il avait été une grenouille	[9839, 6480, 36480, 8474, 3384]	passé il être une grenouille
cefc-frenchoralnarrative-De_La_Salle_GRAND-MERE_MENSONGE_1-229	hé hé hé			
cefc-frenchoralnarrative-De_La_Salle_GRAND-MERE_MENSONGE_1-157	c'est la vérité monsieur le président	c'est la vérité monsieur le président	[7095, 36480, 8476, 37236, 4744, 8476, 16378]	celui-là être le vérité monsieur le président
cefc-frenchoralnarrative-De_La_Salle_GRAND-MERE_MENSONGE_1-13	ça commence parce que je sais pas si vous savez	ça commence parce que je sais pas si vous savez	[6906, 5431, 11348, 5526, 28359, 7304, 16885]	celle-là commencer parce_que non si vous savoir
cefc-frenchoralnarrative-De_La_Salle_GRAND-MERE_MENSONGE_1-108	et alors il y a d'autres monstres du même genre les uns à côté des autres en général	et alors il y a d'autres monstres du même genre les uns à côté des autres en général	[11399, 9001, 7074, 17056, 11306, 32392, 10345, 8477, 5367, 17056, 37029]	et il_y_a de autres monstre pareil genre les à_côté_de autres souvent
cefc-frenchoralnarrative-De_La_Salle_GRAND-MERE_MENSONGE_1-138	il faut absolument je l'emmène chez le vétérinaire parce que son lapin a la myxomatose son son	il faut absolument je l'emmène chez le vétérinaire parce que son lapin a la myxomatose son son	[15523, 6632, 8476, 37485, 8476, 11392, 11348, 12272, 2351, 32761, 8476, 12272]	devoir me le emmener le vétérinaire parce_que son lapin avoir le son
cefc-frenchoralnarrative-De_La_Salle_GRAND-MERE_MENSONGE_1-136	écoutez-moi c'est la vérité	écoutez-moi c'est la vérité	[28659, 6632, 7095, 36480, 8476, 37236, 3417]	écouter me celui-là être le vérité !
cefc-frenchoralnarrative-De_La_Salle_GRAND-MERE_MENSONGE_1-167	sinon pourra plus marcher parce que l'appartement est trop petit	sinon pourra plus marcher parce que l'appartement est trop petit	[35949, 5508, 6044, 11348, 8476, 25819, 31052]	pouvoir plus_ marcher parce_que le appartement être_trop_petit
cefc-frenchoralnarrative-De_La_Salle_GRAND-MERE_MENSONGE_1-214	et le crocodile ses yeux se sont mis à briller	et le crocodile ses yeux se sont mis à briller	[11399, 8476, 2343, 9839, 12276, 2876, 6989, 7041, 6475]	et le crocodile passé ses yeux mettre à briller
cefc-frenchoralnarrative-De_La_Salle_GRAND-MERE_MENSONGE_1-17	le lieu culturel de la ville comme par hasard	le lieu culturel de la ville comme par hasard	[8476, 9819, 23398, 7074, 8476, 2704, 12313, 7212]	le place interculturalité de le ville comme par
cefc-frenchoralnarrative-De_La_Salle_GRAND-MERE_MENSONGE_1-32	bon mais justement là-dessous	bon mais justement là-dessous	[34641, 11377, 5375, 5437]	exact alors_que là en_dessous
cefc-frenchoralnarrative-De_La_Salle_GRAND-MERE_MENSONGE_1-25	et puis il y en a d'autres qui en ont trop quoi hum	et puis il y en a d'autres qui en ont trop quoi hum	[11709, 9001, 7074, 17056, 11351, 11709, 32761, 25708, 22620]	au il_y_a de autres que au avoir trop quoi
cefc-frenchoralnarrative-De_La_Salle_GRAND-MERE_MENSONGE_1-219	et puis tout d'un coup il s'est mis à réfléchir	et puis tout d'un coup il s'est mis à réfléchir	[25736, 9839, 6480, 6989, 7041, 38796]	immédiatement passé il mettre à penser
cefc-frenchoralnarrative-De_La_Salle_GRAND-MERE_MENSONGE_1-184	c'est quoi la vérité	c'est quoi la vérité	[10366, 8476, 37236]	qu'est-ce_que_c'est_ça le vérité
cefc-frenchoralnarrative-De_La_Salle_GRAND-MERE_MENSONGE_1-35	on commence à trembler soi-même mais en fait même	on commence à trembler soi-même mais en fait même	[31672, 5431, 7041, 7109, 6632, 4667, 11377, 4667]	nous commencer à trembler me même alors_que même
cefc-frenchoralnarrative-De_La_Salle_GRAND-MERE_MENSONGE_1-216	hé hé hé hé hé hé			
cefc-frenchoralnarrative-De_La_Salle_GRAND-MERE_MENSONGE_1-206	il aurait eu une bouche beaucoup plus large	il aurait eu une bouche beaucoup plus large	[9839, 6480, 32761, 8474, 2663, 5521, 5508, 4559]	passé il avoir une bouche beaucoup plus_ large
cefc-frenchoralnarrative-De_La_Salle_GRAND-MERE_MENSONGE_1-87	mais quand on n'en a pas il y a des gens qui allaient la chercher en bas	mais quand on n'en a pas il y a des gens qui allaient la chercher en bas	[11377, 32874, 9839, 31672, 11709, 32761, 5526, 9001, 5374, 38444, 11351, 8476, 9072, 5355]	alors_que quand passé nous au avoir non il_y_a plusieurs gens que le aller_chercher en_bas
cefc-frenchoralnarrative-De_La_Salle_GRAND-MERE_MENSONGE_1-171	je les élève je suis institutrice	je les élève je suis institutrice	[6632, 8477, 25026, 6632, 36480, 2457]	me les élever me être maître
cefc-frenchoralnarrative-De_La_Salle_GRAND-MERE_MENSONGE_1-88	ça s'est su il y a eu de plus en plus de gens	ça s'est su il y a eu de plus en plus de gens	[9839, 6906, 16885, 9001, 7074, 38444]	passé celle-là savoir il_y_a de gens
cefc-frenchoralnarrative-De_La_Salle_GRAND-MERE_MENSONGE_1-227	oh petit bout petit bout petit bout de quoi petit bout de bois petit bout de doigt petit boudi bout de foie petit bout de choix petit bout de loi petit bout de moi petit bout de noix petit bout de pois petit boudi bout de toi oh	oh petit bout petit bout petit bout de quoi petit bout de bois petit bout de doigt petit boudi bout de foie petit bout de choix petit bout de loi petit bout de moi petit bout de noix petit bout de pois petit boudi bout de toi oh	[4716, 32906, 4716, 32906, 4716, 32906, 7074, 22620, 4716, 32906, 7074, 2886, 4716, 32906, 7074, 3298, 4716, 37779, 32906, 7074, 2980, 4716, 32906, 7074, 14670, 4716, 32906, 7074, 11473, 4716, 32906, 7074, 6632, 4716, 32906, 7074, 2880, 4716, 32906, 7074, 7776, 4716, 37779, 32906, 7074, 6625]	petit bout petit bout petit bout de quoi petit bout de noir petit bout de doigt petit quelqu'un bout de foie petit bout de choix petit bout de légalement petit bout de me petit bout de noix petit bout de pois petit quelqu'un bout de toi
cefc-frenchoralnarrative-De_La_Salle_GRAND-MERE_MENSONGE_1-164	je suis désespéré	je suis désespéré	[6632, 36480, 35545]	me être malheureux
cefc-frenchoralnarrative-De_La_Salle_GRAND-MERE_MENSONGE_1-155	sinon elle pourra jamais sortir	sinon elle pourra jamais sortir	[9829, 7028, 35949, 5527, 5568]	prochain elle pouvoir jamais sortir
cefc-frenchoralnarrative-De_La_Salle_GRAND-MERE_MENSONGE_1-27	il y avait une usine ici	il y avait une usine ici	[9001, 8474, 8581, 5382]	il_y_a une usine ici
cefc-frenchoralnarrative-De_La_Salle_GRAND-MERE_MENSONGE_1-105	sa mâchoire supérieure est armée de stalactites	sa mâchoire supérieure est armée de stalactites	[12272, 37472, 7074]	son mâchoire_supérieure de
cefc-frenchoralnarrative-De_La_Salle_GRAND-MERE_MENSONGE_1-197	et c'était justement le conteur que vous aviez invité ce soir	et c'était justement le conteur que vous aviez invité ce soir	[11399, 9839, 7095, 36480, 8476, 28241, 11351, 7304, 16717, 26997]	et passé celui-là être le conteur que vous inviter nuit
cefc-frenchoralnarrative-De_La_Salle_GRAND-MERE_MENSONGE_1-117	mais lui euh euh il a pas compris	mais lui euh euh il a pas compris	[11377, 6481, 9839, 6480, 11697, 5526]	alors_que lui passé il comprendre non
cefc-frenchoralnarrative-De_La_Salle_GRAND-MERE_MENSONGE_1-106	et sa mâchoire inférieure de stalagmites il ne rit jamais parce que les gens qui ont la gueule en long ils ont de toute façon beaucoup de mal à rire	et sa mâchoire inférieure de stalagmites il ne rit jamais parce que les gens qui ont la gueule en long ils ont de toute façon beaucoup de mal à rire	[11399, 12272, 37473, 7074, 6480, 13354, 5527, 11348, 8477, 38444, 11351, 32761, 8476, 3332, 11709, 26162, 7032, 32761, 5521, 7074, 5504, 7041, 13354]	et son mâchoire de il rire jamais parce_que les gens que avoir le gorge au long ils avoir beaucoup de pas_d'accord à rire
cefc-frenchoralnarrative-De_La_Salle_GRAND-MERE_MENSONGE_1-55	elle s'est mise à pleurer à pleurer des des euh d'émotions de	elle s'est mise à pleurer à pleurer des des euh d'émotions de	[9839, 7028, 6989, 7041, 7147, 7041, 7147, 5374, 7074, 11476, 7074]	passé elle mettre à pleurer à pleurer plusieurs de sentiment de
cefc-frenchoralnarrative-De_La_Salle_GRAND-MERE_MENSONGE_1-98	et la seule chose qu'ils ont à décider c'est de savoir s'ils vont les manger en hauteur ou en largeur	et la seule chose qu'ils ont à décider c'est de savoir s'ils vont les manger en hauteur ou en largeur	[11399, 8476, 7253, 11318, 11351, 7032, 32761, 7041, 37861, 7095, 36480, 7074, 16885, 7032, 8142, 8477, 38413, 11709, 8013, 11317, 11709, 8023]	et le seul truc que ils avoir à décider celui-là être de savoir ils aller les manger au hauteur ou au largeur
cefc-frenchoralnarrative-De_La_Salle_GRAND-MERE_MENSONGE_1-210	ce que c'est que la vérité je ne te mangerai pas	ce que c'est que la vérité je ne te mangerai pas	[7095, 11351, 9829, 7095, 36480, 11351, 8476, 37236, 6632, 6625, 38413, 5526]	celui-là que prochain celui-là être que le vérité me toi manger non
cefc-frenchoralnarrative-De_La_Salle_GRAND-MERE_MENSONGE_1-61	et le reste et le calva	et le reste et le calva	[11399, 8476, 11399, 8476, 2704]	et le et le ville
cefc-frenchoralnarrative-De_La_Salle_GRAND-MERE_MENSONGE_1-131	mais il y a l'orbite encore	mais il y a l'orbite encore	[11377, 9001, 8476, 37163]	alors_que il_y_a le une_autre_fois
cefc-frenchoralnarrative-De_La_Salle_GRAND-MERE_MENSONGE_1-161	et il y a un autre monsieur le président	et il y a un autre monsieur le président	[11399, 9001, 2627, 17054, 4744, 8476, 16378]	et il_y_a un autre monsieur le président
cefc-frenchoralnarrative-De_La_Salle_GRAND-MERE_MENSONGE_1-110	et moi je ne sais pas si vous avez remarqué enfin encore que euh au premier abord comme ça	et moi je ne sais pas si vous avez remarqué enfin encore que euh au premier abord comme ça	[11399, 6632, 9839, 5526, 28359, 7304, 37163, 25087, 37163, 11351, 11709, 4726, 12313, 6906]	et me passé non si vous une_autre_fois marquer une_autre_fois que au premier comme celle-là
cefc-frenchoralnarrative-De_La_Salle_GRAND-MERE_MENSONGE_1-176	il fallait y penser avant	il fallait y penser avant	[15523, 38796, 32745]	devoir penser avant
cefc-frenchoralnarrative-De_La_Salle_GRAND-MERE_MENSONGE_1-52	elle a même vu la soirée de ce soir	elle a même vu la soirée de ce soir	[9839, 7028, 4667, 6564, 8476, 24963, 7074, 26997]	passé elle même voir le soirée de nuit
cefc-frenchoralnarrative-De_La_Salle_GRAND-MERE_MENSONGE_1-133	et je me suis mis à côté	et je me suis mis à côté	[11399, 9839, 6632, 6989, 36758]	et passé me mettre à_côté
cefc-frenchoralnarrative-De_La_Salle_GRAND-MERE_MENSONGE_1-75	et puis finalement la municipalité après la guerre a décidé de construire ce ce truc-là ici	et puis finalement la municipalité après la guerre a décidé de construire ce ce truc-là ici	[9839, 8476, 2823, 32749, 8476, 12256, 37861, 7074, 2713, 7095, 11318, 7095, 5382]	passé le rural après le guerre décider de construire celui-là truc celui-là ici
cefc-frenchoralnarrative-De_La_Salle_GRAND-MERE_MENSONGE_1-123	à l'ère euh justement primaire martine aubry qui était encore euh ministre du travail m'a trouvé un emploi jeune euh pour euh pour euh aller aider les les avocats qui n'étaient pas là pour plaider la cause des gens désespérés qui avaient soif	à l'ère euh justement primaire martine aubry qui était encore euh ministre du travail m'a trouvé un emploi jeune euh pour euh pour euh aller aider les les avocats qui n'étaient pas là pour plaider la cause des gens désespérés qui avaient soif	[7041, 8476, 32806, 31472, 36935, 9829, 9839, 11351, 36480, 37163, 21992, 7074, 16087, 6632, 24742, 2627, 16087, 4673, 7194, 4570, 8477, 2636, 11351, 36480, 5526, 5375, 7194, 8476, 12295, 7074, 38444, 35545, 11351, 7273]	à le ancien école_primaire haut_du_corps prochain passé que être une_autre_fois un_ministre de emploi me trouver un emploi adolescent pour aider les avocat_général que être non là pour le raison de gens malheureux que assoiffé
cefc-frenchoralnarrative-De_La_Salle_GRAND-MERE_MENSONGE_1-158	c'est la vérité	c'est la vérité	[7095, 36480, 8476, 37236]	celui-là être le vérité
cefc-frenchoralnarrative-De_La_Salle_GRAND-MERE_MENSONGE_1-9	tranquillement vous allez voir	tranquillement vous allez voir	[4676, 9829, 7304, 6564]	doucement prochain vous voir
