id_picto	lemma	synsets	sense_keys
11314	aucune	['\\N']	[]
11315	nosu ne sommes pas d'accord	['07195447-n', '00806464-v']	['disagree%2:32:00::', 'take_issue%2:32:00::', 'differ%2:32:00::', 'dissent%2:32:01::', 'disagreement%1:10:00::']
11316	nouvelle	['01645077-a', '02595137-a']	['new%3:00:09::', 'new%3:00:00::']
11317	ou	['\\N']	[]
11318	objet	['04431353-n', '06736657-n', '00002684-n']	['physical_object%1:03:00::', 'object%1:03:00::', 'thing%1:10:00::', 'thing%1:06:00::']
11319	pièce de théâtre	['07019235-n', '07021061-n']	['play%1:10:01::', 'theatre%1:10:00::', 'dramatic_play%1:10:00::', 'dramatic_art%1:10:00::', 'dramaturgy%1:10:00::', 'drama%1:10:01::', 'theater%1:10:00::', 'dramatics%1:10:00::']
11321	orchidée	['12061915-n']	['orchidaceous_plant%1:20:00::', 'orchid%1:20:00::']
11321	orchidées	['12061915-n']	['orchidaceous_plant%1:20:00::', 'orchid%1:20:00::']
11322	bâtons	['04324558-n']	['stick%1:06:00::']
11325	chômeur	['08494318-n', '00867880-a', '10757517-n']	['unemployed_people%1:14:00::', 'unemployed_person%1:18:00::', 'unemployed%1:14:00::', 'unemployed%3:00:00::']
11325	chômeurs	['08494318-n']	['unemployed_people%1:14:00::', 'unemployed%1:14:00::']
11326	chomage	['13991755-n']	['unemployment%1:26:00::']
11326	chômages	['13991755-n']	['unemployment%1:26:00::']
11327	faire l'appel	['01013825-n', '06501061-n', '00663742-v']	['go_over%2:31:01::', 'check_into%2:31:00::', 'check_out%2:31:00::', 'look_into%2:31:00::', 'checklist%1:10:00::', 'check%2:31:00::', 'roll_call%1:04:00::', 'check_over%2:31:00::', 'suss_out%2:31:00::', 'check_up_on%2:31:00::']
11327	faire la liste	['06501061-n', '00663742-v', '01013825-n']	['go_over%2:31:01::', 'check_into%2:31:00::', 'check_out%2:31:00::', 'look_into%2:31:00::', 'checklist%1:10:00::', 'check%2:31:00::', 'roll_call%1:04:00::', 'check_over%2:31:00::', 'suss_out%2:31:00::', 'check_up_on%2:31:00::']
11328	faire l'appel	['01013825-n', '06501061-n', '00663742-v']	['go_over%2:31:01::', 'check_into%2:31:00::', 'check_out%2:31:00::', 'look_into%2:31:00::', 'checklist%1:10:00::', 'check%2:31:00::', 'roll_call%1:04:00::', 'check_over%2:31:00::', 'suss_out%2:31:00::', 'check_up_on%2:31:00::']
11328	faire la liste	['06501061-n', '00663742-v', '01013825-n']	['go_over%2:31:01::', 'check_into%2:31:00::', 'check_out%2:31:00::', 'look_into%2:31:00::', 'checklist%1:10:00::', 'check%2:31:00::', 'roll_call%1:04:00::', 'check_over%2:31:00::', 'suss_out%2:31:00::', 'check_up_on%2:31:00::']
11330	pâtissièrs	['10425065-n']	['pastry_cook%1:18:00::']
11332	chevelu	['00213765-a', '02437422-s']	['shaggy%5:00:00:ungroomed:00', 'hirsute%3:00:00::', 'shaggy-coated%5:00:00:ungroomed:00', 'hairy%3:00:00::', 'shaggy-haired%5:00:00:ungroomed:00', 'haired%3:00:00::', 'bushy%5:00:00:ungroomed:00']
11332	hirsute	['00213765-a', '02437422-s']	['shaggy%5:00:00:ungroomed:00', 'hirsute%3:00:00::', 'shaggy-coated%5:00:00:ungroomed:00', 'hairy%3:00:00::', 'shaggy-haired%5:00:00:ungroomed:00', 'haired%3:00:00::', 'bushy%5:00:00:ungroomed:00']
11332	poilu	['02437422-s', '00213765-a']	['shaggy%5:00:00:ungroomed:00', 'hirsute%3:00:00::', 'shaggy-coated%5:00:00:ungroomed:00', 'shaggy-haired%5:00:00:ungroomed:00', 'hairy%3:00:00::', 'haired%3:00:00::', 'bushy%5:00:00:ungroomed:00']
11333	coiffeuses	['10175409-n']	['styler%1:18:00::', 'hairstylist%1:18:00::', 'stylist%1:18:01::', 'hairdresser%1:18:00::']
11334	persil	['12963155-n', '07835872-n']	['petroselinum_crispum%1:20:00::', 'parsley%1:13:00::', 'parsley%1:20:00::']
11335	journaliste	['10244248-n']	['journalist%1:18:00::']
11336	marchand de poisson	['10113587-n']	['fishwife%1:18:00::', 'fishmonger%1:18:00::']
11336	marchands de poisson	['10113587-n']	['fishwife%1:18:00::', 'fishmonger%1:18:00::']
11336	poissonnier	['10113587-n']	['fishwife%1:18:00::', 'fishmonger%1:18:00::']
11337	pêcheuses	['10113427-n']	['fisher%1:18:00::', 'fisherman%1:18:00::']
11340	pilote	['10452928-n']	['pilot%1:18:00::', 'airplane_pilot%1:18:00::']
11343	étage	['02729230-n', '03370837-n']	['flat%1:06:00::', 'story%1:06:00::', 'apartment%1:06:00::', 'storey%1:06:00::', 'level%1:06:01::', 'floor%1:06:01::']
11343	étages	['02729230-n']	['flat%1:06:00::', 'apartment%1:06:00::']
11343	niveau	['03370837-n', '02729230-n']	['flat%1:06:00::', 'story%1:06:00::', 'apartment%1:06:00::', 'storey%1:06:00::', 'level%1:06:01::', 'floor%1:06:01::']
11344	pizzeria	['07575758-n', '04088393-n']	['eating_place%1:06:00::', 'eatery%1:06:00::', 'restaurant%1:06:00::', 'eating_house%1:06:00::', 'fast_food%1:13:00::']
11344	pizzerias	['07575758-n']	['fast_food%1:13:00::']
11345	policière	['10468557-n', '08226608-n']	['policeman%1:18:00::', 'constabulary%1:14:00::', 'police_officer%1:18:00::', 'police_force%1:14:00::', 'law%1:14:01::', 'police%1:14:00::', 'officer%1:18:01::']
11346	politicienne	['10469877-n']	['politician%1:18:00::', 'politico%1:18:00::', 'pol%1:18:00::', 'political_leader%1:18:00::']
11346	politiciennes	['10469877-n']	['politician%1:18:00::', 'politico%1:18:00::', 'pol%1:18:00::', 'political_leader%1:18:00::']
11347	marchande de volailles	['10480626-n']	['poultryman%1:18:00::', 'poulterer%1:18:00::']
11347	marchandes de volailles	['10480626-n']	['poultryman%1:18:00::', 'poulterer%1:18:00::']
11347	volaillère	['10480626-n']	['poultryman%1:18:00::', 'poulterer%1:18:00::']
11347	volaillères	['10480626-n']	['poultryman%1:18:00::', 'poulterer%1:18:00::']
11349	détenues	['09982445-n']	['convict%1:18:00::', 'con%1:18:00::', 'yardbird%1:18:01::', 'inmate%1:18:02::', 'yard_bird%1:18:01::']
11349	prisonnière	['10495671-n', '09982445-n']	['convict%1:18:00::', 'con%1:18:00::', 'captive%1:18:00::', 'yardbird%1:18:01::', 'prisoner%1:18:00::', 'inmate%1:18:02::', 'yard_bird%1:18:01::']
11349	prisonnières	['10495671-n']	['captive%1:18:00::', 'prisoner%1:18:00::']
11352	marque-page	['02874508-n']	['bookmarker%1:06:00::', 'bookmark%1:06:00::']
11352	marque-pages	['02874508-n']	['bookmarker%1:06:00::', 'bookmark%1:06:00::']
11352	signets	['02874508-n']	['bookmarker%1:06:00::', 'bookmark%1:06:00::']
11353	marchande de journaux	['10375912-n']	['newsdealer%1:18:00::', 'newsvendor%1:18:00::', 'newsstand_operator%1:18:00::', 'newsagent%1:18:00::']
11353	marchandes de journaux	['10375912-n']	['newsdealer%1:18:00::', 'newsvendor%1:18:00::', 'newsstand_operator%1:18:00::', 'newsagent%1:18:00::']
11354	transistor	['04050813-n']	['tuner%1:06:00::', 'radio_receiver%1:06:00::', 'radio_set%1:06:00::', 'receiving_set%1:06:00::', 'wireless%1:06:01::', 'radio%1:06:01::']
11354	transistors	['04050813-n']	['tuner%1:06:00::', 'radio_receiver%1:06:00::', 'radio_set%1:06:00::', 'receiving_set%1:06:00::', 'wireless%1:06:01::', 'radio%1:06:01::']
11359	sabliers	['03549323-n']	['hourglass%1:06:00::']
11360	lecteur vidéo	['04412675-n']	['television_equipment%1:06:00::', 'video_equipment%1:06:00::']
11360	lecteurs vidéo	['04412675-n']	['television_equipment%1:06:00::', 'video_equipment%1:06:00::']
11360	magnétoscope	['04412675-n']	['television_equipment%1:06:00::', 'video_equipment%1:06:00::']
11360	magnétoscopes	['04412675-n']	['television_equipment%1:06:00::', 'video_equipment%1:06:00::']
11361	resto	['04088393-n']	['eating_house%1:06:00::', 'eatery%1:06:00::', 'eating_place%1:06:00::', 'restaurant%1:06:00::']
11362	roulette	['00510410-n']	['roulette%1:04:00::']
11362	roulettes	['00510410-n']	['roulette%1:04:00::']
11363	sac de jouets	['04469246-n', '02776042-n']	['bag%1:06:00::', 'toy_chest%1:06:00::', 'toy_box%1:06:00::']
11363	sacs de jouets	['04469246-n']	['toy_chest%1:06:00::', 'toy_box%1:06:00::']
11364	sorties	['03308910-n']	['exit%1:06:00::', 'way_out%1:06:00::', 'issue%1:06:00::', 'outlet%1:06:00::']
11365	sauter à cloche-pied	['01970868-v', '02099200-v', '01967949-v', '02099066-v']	['spring%2:38:01::', 'hop%2:38:00::', 'hop-skip%2:38:00::', 'skip%2:38:00::', 'hop%2:38:02::', 'leap%2:38:00::', 'hop%2:38:01::', 'bound%2:38:01::', 'jump%2:38:00::']
11366	sauter à cloche-pied	['01970868-v', '02099200-v', '01967949-v', '02099066-v']	['spring%2:38:01::', 'hop%2:38:00::', 'hop-skip%2:38:00::', 'skip%2:38:00::', 'hop%2:38:02::', 'leap%2:38:00::', 'hop%2:38:01::', 'bound%2:38:01::', 'jump%2:38:00::']
11369	assoir	['01545905-v']	['sit%2:35:00::', 'sit_down%2:35:03::']
11369	s'asseoir	['01545905-v']	['sit%2:35:00::', 'sit_down%2:35:03::']
11369	s'asseoir par terre	['01545905-v']	['sit%2:35:00::', 'sit_down%2:35:03::']
11369	s'assoir par terre	['01545905-v']	['sit%2:35:00::', 'sit_down%2:35:03::']
11370	être assis par terre	['01242902-a', '01545905-v']	['sitting%3:00:02::', 'sit%2:35:00::', 'seated%3:00:00::', 'sit_down%2:35:03::']
11370	s'asseoir par terre	['01242902-a', '01545905-v']	['sitting%3:00:02::', 'sit%2:35:00::', 'seated%3:00:00::', 'sit_down%2:35:03::']
11370	s'assoir par terre	['01545905-v', '01242902-a']	['sitting%3:00:02::', 'seated%3:00:00::', 'sit%2:35:00::', 'sit_down%2:35:03::']
11371	faire un cercle	['02698724-v', '01545905-v']	['sit_around%2:42:00::', 'sit%2:42:00::', 'sit%2:35:00::', 'sit_down%2:35:03::']
11371	s'asseoir en cercle	['02698724-v', '01545905-v']	['sit_around%2:42:00::', 'sit%2:42:00::', 'sit%2:35:00::', 'sit_down%2:35:03::']
11371	s'assoir en cercle	['01545905-v', '02698724-v']	['sit_around%2:42:00::', 'sit%2:42:00::', 'sit%2:35:00::', 'sit_down%2:35:03::']
11372	faire un cercle	['02698724-v', '01545905-v', '01242902-a']	['sit%2:35:00::', 'seated%3:00:00::', 'sitting%3:00:02::', 'sit_around%2:42:00::', 'sit%2:42:00::', 'sit_down%2:35:03::']
11372	s'asseoir en cercle	['01242902-a', '02698724-v', '01545905-v']	['seated%3:00:00::', 'sit%2:35:00::', 'sitting%3:00:02::', 'sit_around%2:42:00::', 'sit%2:42:00::', 'sit_down%2:35:03::']
11372	s'assoir en cercle	['01545905-v', '01242902-a', '02698724-v']	['sit%2:35:00::', 'seated%3:00:00::', 'sitting%3:00:02::', 'sit_around%2:42:00::', 'sit%2:42:00::', 'sit_down%2:35:03::']
11373	s'asseoir	['01545905-v', '01988916-v']	['sit_down%2:38:00::', 'sit%2:38:00::', 'sit%2:35:00::', 'sit_down%2:35:03::']
11373	s'asseoir sur un banc	['01545905-v', '01988916-v']	['sit_down%2:38:00::', 'sit%2:38:00::', 'sit%2:35:00::', 'sit_down%2:35:03::']
11373	s'assoir sur un banc	['01545905-v', '01988916-v']	['sit_down%2:38:00::', 'sit%2:38:00::', 'sit%2:35:00::', 'sit_down%2:35:03::']
11374	s'asseoir	['01545905-v', '01988916-v']	['sit_down%2:38:00::', 'sit%2:38:00::', 'sit%2:35:00::', 'sit_down%2:35:03::']
11374	s'asseoir sur un banc	['01545905-v', '01988916-v']	['sit_down%2:38:00::', 'sit%2:38:00::', 'sit%2:35:00::', 'sit_down%2:35:03::']
11374	s'assoir sur un banc	['01545905-v', '01988916-v']	['sit_down%2:38:00::', 'sit%2:38:00::', 'sit%2:35:00::', 'sit_down%2:35:03::']
11375	organismes vivants	['00004475-n']	['being%1:03:00::', 'organism%1:03:00::']
11376	chaise d'écolier	['03005231-n', '04338415-n', '04169042-n', '04168419-n']	['chair%1:06:00::', 'side_chair%1:06:00::', 'seat%1:06:01::', 'seat%1:06:00::', 'straight_chair%1:06:00::']
11376	chaises d'écolier	['03005231-n']	['chair%1:06:00::']
11377	cependant	['\\N']	[]
11377	mais	['\\N']	[]
11377	toutefois	['\\N']	[]
11378	sauveteuse	['10280497-n']	['lifeguard%1:18:00::', 'lifesaver%1:18:00::']
11378	sauveteuses	['10280497-n']	['lifeguard%1:18:00::', 'lifesaver%1:18:00::']
11379	soldate	['10641415-n']	['soldier%1:18:00::']
11379	soldates	['10641415-n']	['soldier%1:18:00::']
11380	chalumeau	['02858670-n']	['blowlamp%1:06:00::', 'blowtorch%1:06:00::', 'torch%1:06:01::']
11380	chalumeaux	['02858670-n']	['blowlamp%1:06:00::', 'blowtorch%1:06:00::', 'torch%1:06:01::']
11381	guichetier	['02889123-n', '10567784-n', '13279066-n']	['shop_assistant%1:18:00::', 'box_office%1:21:00::', 'ticket_booth%1:06:00::', 'shop_clerk%1:18:00::', 'ticket_office%1:06:00::', 'clerk%1:18:01::', 'box_office%1:06:00::', 'salesclerk%1:18:00::']
11381	guichetiers	['02889123-n']	['ticket_office%1:06:00::', 'box_office%1:06:00::', 'ticket_booth%1:06:00::']
11382	pot de glace	['07630109-n']	['ice_cream%1:13:00::', 'icecream%1:13:00::']
11382	pots de glace	['07630109-n']	['ice_cream%1:13:00::', 'icecream%1:13:00::']
11383	chauffeur de taxi	['10713142-n']	['hack-driver%1:18:00::', 'taxidriver%1:18:00::', 'cabdriver%1:18:00::', 'hack_driver%1:18:00::', 'cabman%1:18:00::', 'cabby%1:18:00::', 'taximan%1:18:00::', 'livery_driver%1:18:00::']
11383	chauffeuse de taxi	['10713142-n']	['hack-driver%1:18:00::', 'taxidriver%1:18:00::', 'cabdriver%1:18:00::', 'hack_driver%1:18:00::', 'cabman%1:18:00::', 'cabby%1:18:00::', 'taximan%1:18:00::', 'livery_driver%1:18:00::']
11384	étendage	['04419101-n', '04418970-n']	['tenter%1:06:00::', 'tenterhook%1:06:00::']
11384	étendages	['04419101-n']	['tenterhook%1:06:00::']
11385	magasin de jouets	['04469475-n']	['toyshop%1:06:00::']
11385	magasins de jouets	['04469475-n']	['toyshop%1:06:00::']
11386	magasin de jouets	['04469475-n']	['toyshop%1:06:00::']
11387	femme toréador	['09855548-n']	['bullfighter%1:18:00::', 'toreador%1:18:00::']
11387	femmes toréadors	['09855548-n']	['bullfighter%1:18:00::', 'toreador%1:18:00::']
11387	torera	['09855548-n']	['bullfighter%1:18:00::', 'toreador%1:18:00::']
11387	toreras	['09855548-n']	['bullfighter%1:18:00::', 'toreador%1:18:00::']
11388	acrobate	['04482646-n', '09783804-n']	['acrobat%1:18:00::', 'trapeze%1:06:00::']
11391	marchandes de bonbons	['10567784-n']	['shop_assistant%1:18:00::', 'shop_clerk%1:18:00::', 'salesclerk%1:18:00::', 'clerk%1:18:01::']
11393	itinéraire	['08633886-n', '05914300-n', '00309196-n']	['trip%1:04:00::', 'route%1:15:00::', 'itinerary%1:09:00::', 'path%1:15:00::', 'itinerary%1:15:00::', 'travel_plan%1:09:00::']
11393	itinéraires	['08633886-n']	['path%1:15:00::', 'route%1:15:00::', 'itinerary%1:15:00::']
11393	parcours	['08633886-n', '05914300-n', '00309196-n']	['trip%1:04:00::', 'route%1:15:00::', 'itinerary%1:09:00::', 'path%1:15:00::', 'itinerary%1:15:00::', 'travel_plan%1:09:00::']
11393	trajet	['05914300-n', '00309196-n', '08633886-n']	['trip%1:04:00::', 'route%1:15:00::', 'itinerary%1:09:00::', 'path%1:15:00::', 'itinerary%1:15:00::', 'travel_plan%1:09:00::']
11393	trajets	['05914300-n']	['travel_plan%1:09:00::', 'itinerary%1:09:00::']
11393	voyages	['00309196-n']	['trip%1:04:00::']
11394	vieille	['01642580-a']	['old%3:00:01::']
11395	violette	['12408356-n']	['violet%1:20:00::']
11396	visites	['\\N']	[]
11396	visites scolaires	['\\N']	[]
11398	galipette	['00440424-n']	['somersaulting%1:04:00::', 'flip%1:04:03::', 'somerset%1:04:00::', 'summersault%1:04:00::', 'somersault%1:04:00::', 'summerset%1:04:00::']
11398	galipettes	['00440424-n']	['somersaulting%1:04:00::', 'flip%1:04:03::', 'somerset%1:04:00::', 'summersault%1:04:00::', 'somersault%1:04:00::', 'summerset%1:04:00::']
11398	roulade	['00440424-n']	['somersaulting%1:04:00::', 'flip%1:04:03::', 'somerset%1:04:00::', 'summersault%1:04:00::', 'somersault%1:04:00::', 'summerset%1:04:00::']
11398	roulades	['00440424-n']	['somersaulting%1:04:00::', 'flip%1:04:03::', 'somerset%1:04:00::', 'summersault%1:04:00::', 'somersault%1:04:00::', 'summerset%1:04:00::']
11400	zambomba	['03254272-n']	['tympan%1:06:00::', 'drum%1:06:00::', 'membranophone%1:06:00::']
11400	zambombas	['03254272-n']	['tympan%1:06:00::', 'drum%1:06:00::', 'membranophone%1:06:00::']
11401	cordonnières	['09952556-n']	['cobbler%1:18:00::', 'shoemaker%1:18:00::']
11402	sabots	['03051675-n']	['patten%1:06:00::', 'sabot%1:06:00::', 'clog%1:06:01::', 'geta%1:06:00::']
11404	jus de tomate	['07939988-n', '07941740-n']	['juice%1:13:00::', 'tomato_juice%1:13:00::']
11405	jus de raisin	['07939988-n', '07940800-n']	['juice%1:13:00::', 'grape_juice%1:13:00::']
11406	ballerines	['00529704-n', '04248522-n']	['slipper%1:06:00::', 'ballet%1:04:00::', 'carpet_slipper%1:06:00::', 'concert_dance%1:04:00::']
11406	chaussons de danse	['04248522-n', '00529704-n']	['concert_dance%1:04:00::', 'ballet%1:04:00::', 'carpet_slipper%1:06:00::', 'slipper%1:06:00::']
11457	marché du travail	['08197557-n']	['working_class%1:14:00::', 'proletariat%1:14:00::', 'labour%1:14:00::', 'labor%1:14:00::']
11459	technologies	['03707142-n']	['technology%1:06:00::']
11466	pousser le fauteuil	['02050390-v', '01452567-v']	['carry%2:35:02::', 'transport%2:35:00::', 'wheel_around%2:38:01::', 'wheel%2:38:04::']
11466	rouler le fauteuil	['02050390-v', '01452567-v']	['carry%2:35:02::', 'transport%2:35:00::', 'wheel_around%2:38:01::', 'wheel%2:38:04::']
11466	transporter en fauteuil roulant	['01452567-v', '02050390-v']	['carry%2:35:02::', 'wheel%2:38:04::', 'wheel_around%2:38:01::', 'transport%2:35:00::']
11467	dépendants	['10024466-n']	['dependent%1:18:00::', 'dependant%1:18:00::']
11467	pousser le fauteuil	['02050390-v', '01452567-v', '10024466-n']	['transport%2:35:00::', 'dependant%1:18:00::', 'carry%2:35:02::', 'dependent%1:18:00::', 'wheel_around%2:38:01::', 'wheel%2:38:04::']
11467	rouler le fauteuil	['02050390-v', '01452567-v', '10024466-n']	['transport%2:35:00::', 'dependant%1:18:00::', 'carry%2:35:02::', 'dependent%1:18:00::', 'wheel_around%2:38:01::', 'wheel%2:38:04::']
11467	transporter en fauteuil roulant	['01452567-v', '10024466-n', '02050390-v']	['dependant%1:18:00::', 'carry%2:35:02::', 'dependent%1:18:00::', 'wheel_around%2:38:01::', 'transport%2:35:00::', 'wheel%2:38:04::']
11469	états membres	['08187585-n']	['member%1:14:00::']
11473	légal	['08458195-n', '06544321-n', '02764969-a', '02764868-a']	['law%1:10:00::', 'law%1:14:00::', 'legal%3:01:01::', 'jurisprudence%1:14:00::', 'legal%3:01:00::']
11473	loi	['06544321-n', '02764969-a', '02764868-a', '08458195-n']	['law%1:10:00::', 'law%1:14:00::', 'legal%3:01:01::', 'jurisprudence%1:14:00::', 'legal%3:01:00::']
11473	lois	['06544321-n']	['law%1:10:00::']
11477	aurore	['00529916-v', '15193837-n']	['dawn%2:30:00::', 'break_of_the_day%1:28:00::', 'first_light%1:28:00::', 'dawning%1:28:00::', 'dawn%1:28:00::', 'cockcrow%1:28:00::', 'break_of_day%1:28:00::', 'morning%1:28:01::', 'daybreak%1:28:00::', 'aurora%1:28:00::', 'sunup%1:28:00::', 'dayspring%1:28:00::', 'sunrise%1:28:00::']
11477	aurores	['00529916-v']	['dawn%2:30:00::']
11477	éclairer	['00529916-v', '15193837-n']	['dawn%2:30:00::', 'break_of_the_day%1:28:00::', 'first_light%1:28:00::', 'dawning%1:28:00::', 'dawn%1:28:00::', 'cockcrow%1:28:00::', 'break_of_day%1:28:00::', 'morning%1:28:01::', 'daybreak%1:28:00::', 'aurora%1:28:00::', 'sunup%1:28:00::', 'dayspring%1:28:00::', 'sunrise%1:28:00::']
11477	lever de soleil	['00529916-v', '15193837-n']	['dawn%2:30:00::', 'break_of_the_day%1:28:00::', 'first_light%1:28:00::', 'dawning%1:28:00::', 'dawn%1:28:00::', 'cockcrow%1:28:00::', 'break_of_day%1:28:00::', 'morning%1:28:01::', 'daybreak%1:28:00::', 'aurora%1:28:00::', 'sunup%1:28:00::', 'dayspring%1:28:00::', 'sunrise%1:28:00::']
11477	levers de soleil	['00529916-v']	['dawn%2:30:00::']
11477	lever du jour	['15193837-n', '00529916-v']	['dawn%2:30:00::', 'break_of_the_day%1:28:00::', 'first_light%1:28:00::', 'dawning%1:28:00::', 'dawn%1:28:00::', 'cockcrow%1:28:00::', 'break_of_day%1:28:00::', 'morning%1:28:01::', 'daybreak%1:28:00::', 'aurora%1:28:00::', 'sunup%1:28:00::', 'dayspring%1:28:00::', 'sunrise%1:28:00::']
11477	levers du jour	['15193837-n']	['break_of_the_day%1:28:00::', 'dawning%1:28:00::', 'first_light%1:28:00::', 'dawn%1:28:00::', 'cockcrow%1:28:00::', 'break_of_day%1:28:00::', 'sunup%1:28:00::', 'daybreak%1:28:00::', 'aurora%1:28:00::', 'morning%1:28:01::', 'dayspring%1:28:00::', 'sunrise%1:28:00::']
11480	dépendance	['14024833-n']	['dependence%1:26:00::', 'dependance%1:26:00::', 'dependency%1:26:00::']
11480	dépendances	['14024833-n']	['dependence%1:26:00::', 'dependance%1:26:00::', 'dependency%1:26:00::']
11481	dépendance	['14024833-n']	['dependence%1:26:00::', 'dependance%1:26:00::', 'dependency%1:26:00::']
11484	indépendance	['14017633-n', '14024516-n']	['self-sufficiency%1:26:00::', 'independency%1:26:00::', 'self-reliance%1:26:00::', 'independence%1:26:00::', 'autonomy%1:26:02::', 'self-direction%1:26:00::']
11484	indépendances	['14017633-n']	['independency%1:26:00::', 'independence%1:26:00::']
11486	implication	['13947692-n', '01241629-n']	['participation%1:04:00::', 'participation%1:26:00::', 'engagement%1:04:00::', 'involvement%1:04:00::', 'involution%1:04:02::', 'involvement%1:26:01::']
11486	implications	['13947692-n']	['involvement%1:26:01::', 'participation%1:26:00::']
11486	participation	['01241629-n', '13947692-n']	['participation%1:04:00::', 'participation%1:26:00::', 'engagement%1:04:00::', 'involvement%1:04:00::', 'involution%1:04:02::', 'involvement%1:26:01::']
11486	participations	['01241629-n']	['involution%1:04:02::', 'involvement%1:04:00::', 'participation%1:04:00::', 'engagement%1:04:00::']
11488	libération	['00096322-n', '14015308-n']	['freedom%1:26:00::', 'release%1:04:01::', 'liberation%1:04:02::', 'freeing%1:04:00::']
11488	libérations	['00096322-n']	['release%1:04:01::', 'liberation%1:04:02::', 'freeing%1:04:00::']
11488	liberté	['14015308-n', '00096322-n']	['freeing%1:04:00::', 'release%1:04:01::', 'liberation%1:04:02::', 'freedom%1:26:00::']
11488	libertés	['14015308-n']	['freedom%1:26:00::']
11523	amoureuses	['01468558-s', '01779456-v', '08002070-n', '09645472-n']	['smitten%5:00:00:loving:00', 'duo%1:14:00::', 'taken_with%5:00:00:loving:00', 'in_love%5:00:00:loving:00', 'enamored%5:00:00:loving:00', 'potty%5:00:00:loving:00', 'love%2:37:01::', 'soft_on%5:00:00:loving:00', 'lover%1:18:00::', 'twosome%1:14:00::', 'infatuated%5:00:00:loving:00', 'couple%1:14:00::', 'duet%1:14:00::']
11525	baiser	['00139041-n']	['buss%1:04:00::', 'kiss%1:04:00::', 'osculation%1:04:00::']
11525	baisers	['00139041-n']	['buss%1:04:00::', 'kiss%1:04:00::', 'osculation%1:04:00::']
11525	bisou	['00139041-n']	['buss%1:04:00::', 'kiss%1:04:00::', 'osculation%1:04:00::']
11525	bisous	['00139041-n']	['buss%1:04:00::', 'kiss%1:04:00::', 'osculation%1:04:00::']
11525	faire un bisou	['00139041-n']	['buss%1:04:00::', 'kiss%1:04:00::', 'osculation%1:04:00::']
11527	baiser	['00139041-n']	['buss%1:04:00::', 'kiss%1:04:00::', 'osculation%1:04:00::']
11527	bisou	['00139041-n']	['buss%1:04:00::', 'kiss%1:04:00::', 'osculation%1:04:00::']
11527	faire un bisou	['00139041-n']	['buss%1:04:00::', 'kiss%1:04:00::', 'osculation%1:04:00::']
11531	amoureuses	['00148417-v', '01468558-s']	['smitten%5:00:00:loving:00', 'taken_with%5:00:00:loving:00', 'in_love%5:00:00:loving:00', 'potty%5:00:00:loving:00', 'enamored%5:00:00:loving:00', 'fall_in_love%2:30:00::', 'soft_on%5:00:00:loving:00', 'infatuated%5:00:00:loving:00']
11535	espagnole	['02970122-a']	['spanish%3:01:00::']
11540	parcourir	['01846997-v', '02106280-v', '01839438-v', '01845021-v', '01849662-v']	['jaunt%2:38:00::', 'travel%2:38:05::', 'travel%2:38:01::', 'travel%2:38:00::', 'trip%2:38:02::', 'go%2:38:00::', 'journey%2:38:00::', 'travel%2:38:04::', 'move%2:38:03::', 'move_around%2:38:00::', 'travel%2:38:03::', 'locomote%2:38:00::']
11540	voyager	['02106280-v', '01839438-v', '01845021-v', '01849662-v', '01846997-v']	['jaunt%2:38:00::', 'travel%2:38:05::', 'travel%2:38:01::', 'go%2:38:00::', 'travel%2:38:00::', 'trip%2:38:02::', 'journey%2:38:00::', 'travel%2:38:04::', 'move%2:38:03::', 'move_around%2:38:00::', 'travel%2:38:03::', 'locomote%2:38:00::']
11542	parcourir	['01939335-v', '01839438-v', '01849171-v']	['cycle%2:38:01::', 'go%2:38:00::', 'travel%2:38:00::', 'bicycle%2:38:00::', 'tour%2:38:00::', 'move%2:38:03::', 'wheel%2:38:06::', 'bike%2:38:00::', 'pedal%2:38:00::', 'locomote%2:38:00::']
11542	voyager	['01839438-v', '01849171-v', '01939335-v']	['cycle%2:38:01::', 'travel%2:38:00::', 'go%2:38:00::', 'bicycle%2:38:00::', 'tour%2:38:00::', 'move%2:38:03::', 'wheel%2:38:06::', 'bike%2:38:00::', 'pedal%2:38:00::', 'locomote%2:38:00::']
11544	parcourir	['01849662-v', '01850858-v', '01839438-v', '01845021-v']	['travel%2:38:03::', 'go%2:38:00::', 'travel%2:38:00::', 'journey%2:38:00::', 'travel%2:38:04::', 'move%2:38:03::', 'travel%2:38:02::', 'journey%2:38:01::', 'locomote%2:38:00::']
11544	voyager	['01850858-v', '01839438-v', '01845021-v', '01849662-v']	['travel%2:38:00::', 'go%2:38:00::', 'journey%2:38:00::', 'travel%2:38:04::', 'move%2:38:03::', 'journey%2:38:01::', 'travel%2:38:02::', 'travel%2:38:03::', 'locomote%2:38:00::']
11546	fiancés	['08005815-n', '01039028-n', '13987306-n']	['marriage%1:26:00::', 'marriage%1:04:00::', 'wedding%1:04:00::', 'matrimony%1:26:00::', 'man_and_wife%1:14:00::', 'married_couple%1:14:00::', 'wedlock%1:26:00::', 'union%1:26:02::', 'marriage%1:14:00::', 'spousal_relationship%1:26:00::', 'marriage_ceremony%1:04:00::']
