clips	text	text_process	pictos	tokens
cefc-frenchoralnarrative-De_La_Salle_GRAND-MERE_MENSONGE_2-120	je me suis mise à marcher dans la rue sans comprendre ce qui pouvait arriver les gens m'ont bousculée	je me suis mise à marcher dans la rue sans comprendre ce qui pouvait arriver les gens m'ont bousculée	[9839, 6632, 6989, 7041, 6044, 7034, 8476, 2299, 7813, 11697, 16080, 11351, 35949, 16807, 8477, 38444, 6632, 37868]	passé me mettre à marcher dans le rue sans comprendre ce que pouvoir arrive les gens me égoutter_ses_mains
cefc-frenchoralnarrative-De_La_Salle_GRAND-MERE_MENSONGE_2-175	ils ils me l'ont offert	ils ils me l'ont offert	[9839, 7032, 6632, 8476, 16881]	passé ils me le offrir
cefc-frenchoralnarrative-De_La_Salle_GRAND-MERE_MENSONGE_2-69	et moi comme je n'étais pas encore capable de marcher de fabriquer quelque chose on m'a mis à la cave pour que je pousse avec les endives	et moi comme je n'étais pas encore capable de marcher de fabriquer quelque chose on m'a mis à la cave pour que je pousse avec les endives	[11399, 6632, 12313, 9839, 6632, 36480, 5526, 37163, 7074, 6044, 7074, 2713, 5374, 11318, 31672, 6632, 6989, 7041, 8476, 27608, 7194, 11351, 6632, 36921, 7064, 8477, 5452]	et me comme passé me être non une_autre_fois de marcher de bâtir plusieurs choses nous me mettre à le cave pour que me pousse avec les chicon
cefc-frenchoralnarrative-De_La_Salle_GRAND-MERE_MENSONGE_2-64	et puis voilà la famille a grandi	et puis voilà la famille a grandi	[9839, 8476, 38351, 16625]	passé le famille grandir
cefc-frenchoralnarrative-De_La_Salle_GRAND-MERE_MENSONGE_2-130	je suis devenue un presque rien	je suis devenue un presque rien	[9839, 6632, 2627, 29839]	passé me un rien
cefc-frenchoralnarrative-De_La_Salle_GRAND-MERE_MENSONGE_2-207	et ils ont installé des assiettes	et ils ont installé des assiettes	[11399, 9839, 7032, 37775, 5374, 2532]	et passé ils changer_les_piles plusieurs assiette
cefc-frenchoralnarrative-De_La_Salle_GRAND-MERE_MENSONGE_2-85	puis elle est devenue mère enfin non	puis elle est devenue mère enfin non	[9839, 7028, 31148, 5525]	passé elle mère non
cefc-frenchoralnarrative-De_La_Salle_GRAND-MERE_MENSONGE_2-110	et alors pour lui faire plaisir j'ai inventé la plus belle princesse menteuse du monde qu'il puisse imaginer	et alors pour lui faire plaisir j'ai inventé la plus belle princesse menteuse du monde qu'il puisse imaginer	[11399, 7194, 6481, 6190, 11611, 9839, 6632, 6531, 8476, 5508, 11194, 5554, 37792, 7074, 30015, 6480, 37062]	et pour lui faire qu'as-tu_dit? passé me inventer le plus beau princesse menteur de globe il imaginer
cefc-frenchoralnarrative-De_La_Salle_GRAND-MERE_MENSONGE_2-220	à dents sans dents sans dents	à dents sans dents sans dents	[7041, 2737, 7813, 2737, 7813, 2737]	à dents sans dents sans dents
cefc-frenchoralnarrative-De_La_Salle_GRAND-MERE_MENSONGE_2-158	ils les descendaient dans la cuisine dont on ne savait pas encore où elle serait bien parce que la maison était très très pleine	ils les descendaient dans la cuisine dont on ne savait pas encore où elle serait bien parce que la maison était très très pleine	[9839, 7032, 8477, 6053, 7034, 8476, 33070, 31672, 16885, 5526, 37163, 7764, 7028, 36480, 11185, 8476, 2317, 36480, 25708, 26176]	passé ils les descendre dans le cuisine nous savoir non une_autre_fois où elle être bien_que le maison être trop plein
cefc-frenchoralnarrative-De_La_Salle_GRAND-MERE_MENSONGE_2-98	enfin il s'est mis à grandir mon grand amour de bébé	enfin il s'est mis à grandir mon grand amour de bébé	[9839, 6480, 6989, 7041, 16625, 12264, 4658, 37799, 7074, 6060]	passé il mettre à grandir mon grand chéri de bébé
cefc-frenchoralnarrative-De_La_Salle_GRAND-MERE_MENSONGE_2-219	ah sans rebord des verres sans pieds sans rebord	ah sans rebord des verres sans pieds sans rebord	[7813, 37163, 19526, 7074, 2356, 7813, 37227, 7813, 37163, 19526]	sans une_autre_fois bord de verre_à_pied sans pieds sans une_autre_fois bord
cefc-frenchoralnarrative-De_La_Salle_GRAND-MERE_MENSONGE_2-114	et je ne sais pas où il est passé	et je ne sais pas où il est passé	[11399, 9839, 5526, 7764, 6480, 31999]	et passé non où il passer
cefc-frenchoralnarrative-De_La_Salle_GRAND-MERE_MENSONGE_2-193	mais pourtant on l'avait bien dépecé coupé	mais pourtant on l'avait bien dépecé coupé	[11377, 9839, 31672, 8476, 5397, 5975]	cependant passé nous le heureusement couper
cefc-frenchoralnarrative-De_La_Salle_GRAND-MERE_MENSONGE_2-13	oui tu es la plus belle princesse menteuse du monde	oui tu es la plus belle princesse menteuse du monde	[5584, 6625, 36480, 8476, 5508, 5554, 37792, 7074, 30015]	oui toi être le plus princesse menteur de globe
cefc-frenchoralnarrative-De_La_Salle_GRAND-MERE_MENSONGE_2-57	il y a tellement longtemps que c'était déjà presque dans l'avenir	il y a tellement longtemps que c'était déjà presque dans l'avenir	[9001, 5521, 37678, 11351, 9839, 7095, 36480, 7034, 8476, 9829]	il_y_a beaucoup longtemps que passé celui-là être dans le prochain
cefc-frenchoralnarrative-De_La_Salle_GRAND-MERE_MENSONGE_2-139	il y avait des plaines qui étaient montagneuses	il y avait des plaines qui étaient montagneuses	[9001, 5374, 20395, 11351, 36480]	il_y_a plusieurs plaine que être
cefc-frenchoralnarrative-De_La_Salle_GRAND-MERE_MENSONGE_2-202	c'est cuit c'est cuit tout le monde à table à table à table	c'est cuit c'est cuit tout le monde à table à table à table	[7095, 5487, 7095, 5487, 36081, 36655, 36655, 36655]	celui-là cuire celui-là cuire tout_le_monde à_table à_table à_table
cefc-frenchoralnarrative-De_La_Salle_GRAND-MERE_MENSONGE_2-180	alors j'ai bu et j'ai regardé tous ces gens	alors j'ai bu et j'ai regardé tous ces gens	[9839, 6632, 6061, 11399, 6632, 6564, 5596, 7092, 38444]	passé me boire et me voir tout ces gens
cefc-frenchoralnarrative-De_La_Salle_GRAND-MERE_MENSONGE_2-59	nous nous aimions beaucoup nous étions les deux êtres les plus chers	nous nous aimions beaucoup nous étions les deux êtres les plus chers	[9839, 31672, 37721, 5521, 31672, 36480, 5367, 36480, 8477, 5508, 4589]	passé nous aimer beaucoup nous être à_côté_de être les plus cher
cefc-frenchoralnarrative-De_La_Salle_GRAND-MERE_MENSONGE_2-166	qui eux étaient soit qu'est-ce qu'ils étaient sourds voilà	qui eux étaient soit qu'est-ce qu'ils étaient sourds voilà	[11351, 7033, 36480, 3418, 7032, 36480, 4748]	que eux être est-ce_que ils être sourds
cefc-frenchoralnarrative-De_La_Salle_GRAND-MERE_MENSONGE_2-99	et puisqu'il y a un enfant dans la maison	et puisqu'il y a un enfant dans la maison	[11351, 9001, 2627, 7176, 7034, 8476, 2317]	que il_y_a un garçon dans le maison
cefc-frenchoralnarrative-De_La_Salle_GRAND-MERE_MENSONGE_2-21	rien qu'un instant	rien qu'un instant	[29839, 11351, 2627, 22633]	rien que un instant
cefc-frenchoralnarrative-De_La_Salle_GRAND-MERE_MENSONGE_2-95	il faut que tu t'occupes de de lui toute la journée toute la nuit quand il crie quand il a envie de faire pipi	il faut que tu t'occupes de de lui toute la journée toute la nuit quand il crie quand il a envie de faire pipi	[15523, 11351, 9839, 6625, 24863, 7074, 6481, 5596, 8476, 7022, 5596, 8476, 26997, 32874, 6480, 6552, 32874, 6480, 28613]	devoir que passé toi être_attentif de lui tout le journée tout le nuit quand il crier quand il avoir_envie_d'uriner
cefc-frenchoralnarrative-De_La_Salle_GRAND-MERE_MENSONGE_2-49	pourquoi je vais dire ça	pourquoi je vais dire ça	[24763, 9829, 6632, 9693, 6906]	pourquoi prochain me dire celle-là
cefc-frenchoralnarrative-De_La_Salle_GRAND-MERE_MENSONGE_2-216	ça c'est facile ça sans dents euh des cuillères sans manches des couteaux	ça c'est facile ça sans dents euh des cuillères sans manches des couteaux	[6906, 7095, 36480, 32434, 6906, 7813, 2737, 7074, 2362, 7813, 10256, 7074, 3237]	celle-là celui-là être facile celle-là sans dents de cuillère sans manche de couteau
cefc-frenchoralnarrative-De_La_Salle_GRAND-MERE_MENSONGE_2-45	qui où comment	qui où comment	[9857, 7764, 22619]	anonymes où comment
cefc-frenchoralnarrative-De_La_Salle_GRAND-MERE_MENSONGE_2-24	qui où comment	qui où comment	[9857, 7764, 22619]	anonymes où comment
cefc-frenchoralnarrative-De_La_Salle_GRAND-MERE_MENSONGE_2-223	et quand il y en avait plus on n'avait plus qu'à raconter et ça se remplissait à nouveau	et quand il y en avait plus on n'avait plus qu'à raconter et ça se remplissait à nouveau	[11399, 32874, 11709, 9001, 5508, 31672, 32761, 5508, 11351, 7041, 6461, 11399, 6906, 38805, 37163]	et quand au il_y_a plus nous avoir plus que à raconter et celle-là remplir une_autre_fois
cefc-frenchoralnarrative-De_La_Salle_GRAND-MERE_MENSONGE_2-197	et puis ensuite on avait mis euh le le le sang pour faire le le lapin	et puis ensuite on avait mis euh le le le sang pour faire le le lapin	[32749, 9839, 31672, 6989, 8476, 2803, 7194, 6190, 8476, 2351]	après passé nous mettre le sang pour faire le lapin
cefc-frenchoralnarrative-De_La_Salle_GRAND-MERE_MENSONGE_2-149	et qui n'était pas plus grande qu'un petit pois	et qui n'était pas plus grande qu'un petit pois	[11399, 9839, 11351, 36480, 5526, 16119, 2627, 23847]	et passé que être non plus_grand un petit_pois
cefc-frenchoralnarrative-De_La_Salle_GRAND-MERE_MENSONGE_2-4	et je lui dis miroir miroir gentil miroir suis-je la plus belle princesse menteuse du monde	et je lui dis miroir miroir gentil miroir suis-je la plus belle princesse menteuse du monde	[11399, 6632, 6481, 9693, 8573, 8573, 33994, 8573, 36480, 6632, 8476, 5508, 11194, 5554, 37792, 7074, 30015]	et me lui dire miroir miroir gentil miroir être me le plus beau princesse menteur de globe
cefc-frenchoralnarrative-De_La_Salle_GRAND-MERE_MENSONGE_2-151	elle était entourée par un terre-plein qui était creux	elle était entourée par un terre-plein qui était creux	[7028, 26396, 7212, 2627, 3160, 26176, 11351, 36480]	elle entourer par un terre plein que être
cefc-frenchoralnarrative-De_La_Salle_GRAND-MERE_MENSONGE_2-2	ce ce de devant ma table de nuit	ce ce de devant ma table de nuit	[16080, 7074, 5438, 12264, 3295]	ce de devant mon table_de_nuit
cefc-frenchoralnarrative-De_La_Salle_GRAND-MERE_MENSONGE_2-40	une fois	une fois	[27385]	fois
cefc-frenchoralnarrative-De_La_Salle_GRAND-MERE_MENSONGE_2-70	et puis voilà que la terre a tourné	et puis voilà que la terre a tourné	[11351, 9839, 3160, 6006]	que passé terre tourner
cefc-frenchoralnarrative-De_La_Salle_GRAND-MERE_MENSONGE_2-159	et dans cette cuisine il y avait le maître d'hôtel qui devait décider du menu qu'on allait manger le jour	et dans cette cuisine il y avait le maître d'hôtel qui devait décider du menu qu'on allait manger le jour	[11399, 7034, 8476, 33070, 9001, 8476, 8162, 9829, 11351, 15523, 37861, 7074, 5513, 31672, 38413, 8476, 37371]	et dans le cuisine il_y_a le maître_d'hôtel prochain que devoir décider de carte nous manger le jour
cefc-frenchoralnarrative-De_La_Salle_GRAND-MERE_MENSONGE_2-155	ils étaient culs-de-jatte ils allaient chercher des provisions que personne avait jamais apportées jamais apportées	ils étaient culs-de-jatte ils allaient chercher des provisions que personne avait jamais apportées jamais apportées	[9829, 9839, 7032, 36480, 7032, 9072, 5374, 4610, 11351, 34560, 5527, 7280, 5527, 7280]	prochain passé ils être ils aller_chercher plusieurs nourriture que personne jamais apporter jamais apporter
cefc-frenchoralnarrative-De_La_Salle_GRAND-MERE_MENSONGE_2-176	ils sont vite allés chercher un tabouret qui n'avait pas de qui n'avait qu'un pied mais qui était cassé	ils sont vite allés chercher un tabouret qui n'avait pas de qui n'avait qu'un pied mais qui était cassé	[9829, 9839, 7032, 37850, 9072, 2627, 3291, 11351, 32761, 5526, 7074, 11351, 32761, 11351, 2627, 25327, 11377, 11351, 6604]	prochain passé ils vite aller_chercher un tabouret que avoir non de que avoir que un pied cependant que casser
cefc-frenchoralnarrative-De_La_Salle_GRAND-MERE_MENSONGE_2-229	ah oh petit bout petit bout de bien petit bout de chien	ah oh petit bout petit bout de bien petit bout de chien	[7209, 7074, 5397, 7209, 7074, 7202]	peu_nombreux de heureusement peu_nombreux de chien
cefc-frenchoralnarrative-De_La_Salle_GRAND-MERE_MENSONGE_2-224	et on mettait des bananes des fraises des spaghetti des des des semi-remorques tout ce qu'on avait envie de manger	et on mettait des bananes des fraises des spaghetti des des des semi-remorques tout ce qu'on avait envie de manger	[11399, 9839, 31672, 6989, 5374, 2530, 7074, 2400, 7074, 25580, 7074, 4926, 5596, 16080, 31672, 5441, 7074, 38413]	et passé nous mettre plusieurs bananes de fraise de paquet_de_spaghettis de semi-remorque tout ce nous vouloir de manger
cefc-frenchoralnarrative-De_La_Salle_GRAND-MERE_MENSONGE_2-190	que personne avait chassé	que personne avait chassé	[11351, 9839, 34560, 8533]	que passé personne chasser
cefc-frenchoralnarrative-De_La_Salle_GRAND-MERE_MENSONGE_2-22	alors vous posez qui où comment pourquoi hein euh	alors vous posez qui où comment pourquoi hein euh	[7304, 25347, 9857, 7764, 22619, 24763]	vous poser anonymes où comment pourquoi
cefc-frenchoralnarrative-De_La_Salle_GRAND-MERE_MENSONGE_2-201	le maître d'hôtel a crié	le maître d'hôtel a crié	[9839, 8476, 8162, 6552]	passé le maître_d'hôtel crier
cefc-frenchoralnarrative-De_La_Salle_GRAND-MERE_MENSONGE_2-42	une fois l'histoire d'un instant	une fois l'histoire d'un instant	[27385, 8476, 32634, 7074, 2627, 22633]	fois le histoire de un instant
cefc-frenchoralnarrative-De_La_Salle_GRAND-MERE_MENSONGE_2-170	ou ils se léchaient les babines en écoutant la recette	ou ils se léchaient les babines en écoutant la recette	[11317, 9839, 7032, 37025, 8477, 2953, 11709, 28659, 8476, 7805]	ou passé ils lécher les lèvres au écouter le recette
cefc-frenchoralnarrative-De_La_Salle_GRAND-MERE_MENSONGE_2-194	et on l'avait fait d'abord revenir comme vous savez avec des rondelles euh carrées d'oignons de carottes euh de poireaux euh et puis de lardons	et on l'avait fait d'abord revenir comme vous savez avec des rondelles euh carrées d'oignons de carottes euh de poireaux euh et puis de lardons	[11399, 9839, 31672, 8476, 6190, 7074, 6630, 12313, 7304, 16885, 7064, 5374, 5385, 4616, 7074, 2323, 7074, 2619, 7074, 3378, 7074, 25560]	et passé nous le faire de retourner comme vous savoir avec plusieurs rondelle carré de ognon de carotte de poireau de sucre
cefc-frenchoralnarrative-De_La_Salle_GRAND-MERE_MENSONGE_2-136	aucune route n'y menait aucune route	aucune route n'y menait aucune route	[9839, 5800, 5946, 37485, 5800, 5946]	passé aucun voie emmener aucun voie
cefc-frenchoralnarrative-De_La_Salle_GRAND-MERE_MENSONGE_2-79	les années que j'avais à vivre	les années que j'avais à vivre	[8477, 6903, 11351, 9839, 6632, 32761, 7041, 11605]	les année que passé me avoir à vivre
cefc-frenchoralnarrative-De_La_Salle_GRAND-MERE_MENSONGE_2-108	et alors pour lui faire plaisir à mon grand amour de bébé qui commençait à grandir un peu je lui ai raconté la plus belle histoire que j'ai jamais entendue	et alors pour lui faire plaisir à mon grand amour de bébé qui commençait à grandir un peu je lui ai raconté la plus belle histoire que j'ai jamais entendue	[11399, 7194, 6481, 6190, 7041, 12264, 4658, 37799, 7074, 6060, 9839, 11351, 5431, 7041, 16625, 29105, 6632, 6481, 6461, 8476, 5508, 11194, 32634, 11351, 6632, 5527, 6572]	et pour lui faire à mon grand chéri de bébé passé que commencer à grandir seconde me lui raconter le plus beau histoire que me jamais entendre
cefc-frenchoralnarrative-De_La_Salle_GRAND-MERE_MENSONGE_2-196	et on l'avait fait déglacer dans du vin rouge qui était blanc	et on l'avait fait déglacer dans du vin rouge qui était blanc	[11399, 9839, 31672, 8476, 6190, 11161, 7034, 11712, 2614, 11351, 36480, 2662]	et passé nous le faire déverrouiller dans du vin que être blanc
cefc-frenchoralnarrative-Calandry_042-6_LES_TROIS_CHEVEUX_DOR-21	elle danse autour de lui	elle danse autour de lui	[7028, 32562, 5376, 7074, 6481]	elle danse autour de lui
cefc-frenchoralnarrative-Calandry_042-6_LES_TROIS_CHEVEUX_DOR-28	à mesure qu'il monte on dirait qu'il fond	à mesure qu'il monte on dirait qu'il fond	[7041, 31064, 11351, 6480, 27627, 31672, 9693, 11351, 6480, 7011]	à battement que il chevaucher nous dire que il fondre
cefc-frenchoralnarrative-Calandry_042-6_LES_TROIS_CHEVEUX_DOR-2	qui est-ce qui passe dans le bois sans déchirer sa robe de soie	qui est-ce qui passe dans le bois sans déchirer sa robe de soie	[10276, 11351, 31999, 7034, 8476, 2886, 7813, 2545, 12272, 2613, 7074]	qui que passer dans le noir sans déchirer son robe de
cefc-frenchoralnarrative-Calandry_042-6_LES_TROIS_CHEVEUX_DOR-38	mais il continue il s'approche	mais il continue il s'approche	[11377, 6480, 24998, 6480, 5359]	cependant il continuer il rapprocher
cefc-frenchoralnarrative-Calandry_042-6_LES_TROIS_CHEVEUX_DOR-45	il est léger comme un papillon	il est léger comme un papillon	[6480, 36480, 26889, 12313, 2627, 2465]	il être léger comme un papillon
cefc-frenchoralnarrative-Calandry_042-6_LES_TROIS_CHEVEUX_DOR-57	c'est un beau jeune homme	c'est un beau jeune homme	[7095, 36480, 2627, 11194, 4673, 4665]	celui-là être un beau adolescent homme
cefc-frenchoralnarrative-Calandry_042-6_LES_TROIS_CHEVEUX_DOR-16	mais il grimpe il est vieux	mais il grimpe il est vieux	[11377, 6480, 8226, 6480, 36480, 25796]	cependant il grimper il être vieux
cefc-frenchoralnarrative-Calandry_042-6_LES_TROIS_CHEVEUX_DOR-13	c'est des troncs c'est des branches	c'est des troncs c'est des branches	[7095, 36480, 5374, 7819, 7095, 36480, 5374, 7224]	celui-là être plusieurs tronc celui-là être plusieurs branche
cefc-frenchoralnarrative-Calandry_042-6_LES_TROIS_CHEVEUX_DOR-50	et elle embrasse	et elle embrasse	[11399, 7028, 6062]	et elle embrasser
cefc-frenchoralnarrative-Calandry_042-6_LES_TROIS_CHEVEUX_DOR-44	elle se baisse elle le soulève	elle se baisse elle le soulève	[7028, 28451, 7028, 8476, 36073]	elle descendre_les_escaliers elle le lever
cefc-frenchoralnarrative-Calandry_042-6_LES_TROIS_CHEVEUX_DOR-17	il est usé il est fatigué	il est usé il est fatigué	[6480, 6480, 6873]	il il être_fatigué
cefc-frenchoralnarrative-Calandry_042-6_LES_TROIS_CHEVEUX_DOR-64	et celui qu'elle a dans les bras ce n'est plus un beau jeune homme	et celui qu'elle a dans les bras ce n'est plus un beau jeune homme	[11399, 7095, 7028, 32761, 7034, 8477, 2669, 16080, 36480, 5508, 2627, 11194, 4673, 4665]	et celui-là elle avoir dans les bras ce être plus un beau adolescent homme
cefc-frenchoralnarrative-Calandry_042-6_LES_TROIS_CHEVEUX_DOR-76	et quand les trois cheveux d'or ont sonné l'enfant saute de ses genoux	et quand les trois cheveux d'or ont sonné l'enfant saute de ses genoux	[11399, 32874, 8477, 35681, 9839, 2851, 6161, 31947, 8476, 7176, 11365, 7074, 12276, 2810]	et quand les 3 passé cheveu or sonner le garçon sauter_à_cloche-pied de ses genou
cefc-frenchoralnarrative-Calandry_042-6_LES_TROIS_CHEVEUX_DOR-83	et c'est le soleil de l'aube	et c'est le soleil de l'aube	[11399, 7095, 36480, 8476, 7252, 7074, 8476, 29965]	et celui-là être le soleil de le aube
cefc-frenchoralnarrative-Calandry_042-6_LES_TROIS_CHEVEUX_DOR-39	il est à quatre pattes	il est à quatre pattes	[6480, 36480, 35985]	il être à_quatre_pattes
cefc-frenchoralnarrative-Calandry_042-6_LES_TROIS_CHEVEUX_DOR-66	un petit un garçon tout blanc	un petit un garçon tout blanc	[2627, 2627, 7176, 5596, 2662]	un un garçon tout blanc
cefc-frenchoralnarrative-Calandry_042-6_LES_TROIS_CHEVEUX_DOR-33	et l'homme s'agrippe l'homme	et l'homme s'agrippe l'homme	[11399, 8476, 4665, 31480, 8476, 4665]	et le homme agripper le homme
cefc-frenchoralnarrative-Calandry_042-6_LES_TROIS_CHEVEUX_DOR-35	il souffle il fond en montant	il souffle il fond en montant	[6480, 6047, 6480, 7011, 11709, 6617]	il souffler il fondre au monter
cefc-frenchoralnarrative-Calandry_042-6_LES_TROIS_CHEVEUX_DOR-29	et sa lumière elle est de plus en plus petite	et sa lumière elle est de plus en plus petite	[11399, 12272, 8619, 7028, 36480, 7074, 5508, 11709, 16121]	et son lumière elle être de plus au inférieur
cefc-frenchoralnarrative-Calandry_042-6_LES_TROIS_CHEVEUX_DOR-12	la pente est raide	la pente est raide	[8476, 2542, 36480, 25195]	le pente être lisse
cefc-frenchoralnarrative-Calandry_042-6_LES_TROIS_CHEVEUX_DOR-6	et la plus petite herbe des champs en a	et la plus petite herbe des champs en a	[11399, 8476, 16121, 3113, 7074, 2683, 11709, 32761]	et le inférieur herbe de campagne au avoir
cefc-frenchoralnarrative-Calandry_042-6_LES_TROIS_CHEVEUX_DOR-62	et la nuit s'avance le ciel	et la nuit s'avance le ciel	[11399, 8476, 26997, 2432, 8476, 38270]	et le nuit partir le ciel
cefc-frenchoralnarrative-Calandry_042-6_LES_TROIS_CHEVEUX_DOR-40	plus que quelques pas il s'appuie sur la porte	plus que quelques pas il s'appuie sur la porte	[5508, 11351, 8475, 26901, 6480, 21373, 5451, 8476, 3244]	plus que quelques pas il s'appuyer sur le porte
cefc-frenchoralnarrative-Calandry_042-6_LES_TROIS_CHEVEUX_DOR-72	elle arrête de le bercer	elle arrête de le bercer	[7028, 27393, 7074, 8476, 29754]	elle arrêter de le bercer
cefc-frenchoralnarrative-Calandry_042-6_LES_TROIS_CHEVEUX_DOR-59	et elle le berce et elle l'embrasse le jeune homme	et elle le berce et elle l'embrasse le jeune homme	[11399, 7028, 8476, 29754, 11399, 7028, 8476, 6062, 8476, 4673, 4665]	et elle le bercer et elle le embrasser le adolescent homme
cefc-frenchoralnarrative-Calandry_042-6_LES_TROIS_CHEVEUX_DOR-3	les rayons le soleil	les rayons le soleil	[8477, 6197, 7252]	les rayon soleil
cefc-frenchoralnarrative-Calandry_042-6_LES_TROIS_CHEVEUX_DOR-9_2	la pente est raide	la pente est raide	[8476, 2542, 36480, 25195]	le pente être lisse
cefc-frenchoralnarrative-Calandry_042-6_LES_TROIS_CHEVEUX_DOR-58	un beau jeune homme blond	un beau jeune homme blond	[2627, 11194, 4673, 4665, 8213]	un beau adolescent homme blond
cefc-frenchoralnarrative-Calandry_042-6_LES_TROIS_CHEVEUX_DOR-77	il court vers la porte	il court vers la porte	[6480, 6465, 7125, 8476, 3244]	il courir vers le porte
cefc-frenchoralnarrative-Calandry_042-6_LES_TROIS_CHEVEUX_DOR-24	et l'homme avance la pente	et l'homme avance la pente	[11399, 8476, 4665, 2432, 8476, 2542]	et le homme partir le pente
cefc-frenchoralnarrative-Calandry_042-6_LES_TROIS_CHEVEUX_DOR-48	et elle le berce elle le berce	et elle le berce elle le berce	[11399, 7028, 8476, 29754, 7028, 8476, 29754]	et elle le bercer elle le bercer
cefc-frenchoralnarrative-Calandry_042-6_LES_TROIS_CHEVEUX_DOR-46	elle le prend dans ses bras	elle le prend dans ses bras	[7028, 8476, 10148, 7034, 12276, 2669]	elle le prendre dans ses bras
cefc-frenchoralnarrative-Calandry_042-6_LES_TROIS_CHEVEUX_DOR-42	et il tombe il s'écroule	et il tombe il s'écroule	[11399, 6480, 7821, 6480]	et il tombe il
cefc-frenchoralnarrative-Calandry_042-6_LES_TROIS_CHEVEUX_DOR-4	le soleil moi j'en ai une toi	le soleil moi j'en ai une toi	[8476, 7252, 6632, 11709, 32761, 8474, 6625]	le soleil me au avoir une toi
cefc-frenchoralnarrative-Calandry_042-6_LES_TROIS_CHEVEUX_DOR-81	et puis il repart il court	et puis il repart il court	[6480, 37163, 2432, 6480, 6465]	il une_autre_fois partir il courir
cefc-frenchoralnarrative-Calandry_042-6_LES_TROIS_CHEVEUX_DOR-80	et il lui sourit l'enfant doré	et il lui sourit l'enfant doré	[11399, 6480, 6481, 13354, 8476, 2739]	et il lui rire le doré
cefc-frenchoralnarrative-Calandry_042-6_LES_TROIS_CHEVEUX_DOR-69	et la nuit n'est plus noire	et la nuit n'est plus noire	[11399, 8476, 26997, 36480, 5508, 2886]	et le nuit être plus noir
cefc-frenchoralnarrative-Calandry_042-6_LES_TROIS_CHEVEUX_DOR-73	elle lui arrache trois cheveux d'or et les trois cheveux d'or	elle lui arrache trois cheveux d'or et les trois cheveux d'or	[7028, 6481, 7013, 35681, 2851, 7074, 6161, 11399, 8477, 35681, 2851, 7074, 6161]	elle lui arracher 3 cheveu de or et les 3 cheveu de or
cefc-frenchoralnarrative-Calandry_042-6_LES_TROIS_CHEVEUX_DOR-32	il y a la lumière d'une maison	il y a la lumière d'une maison	[9001, 8476, 8619, 7074, 8474, 2317]	il_y_a le lumière de une maison
cefc-frenchoralnarrative-Calandry_042-6_LES_TROIS_CHEVEUX_DOR-51	elle le berce et elle embrasse et elle berce	elle le berce et elle embrasse et elle berce	[7028, 8476, 29754, 11399, 7028, 6062, 11399, 7028, 29754]	elle le bercer et elle embrasser et elle bercer
cefc-frenchoralnarrative-Calandry_042-6_LES_TROIS_CHEVEUX_DOR-34	passe à travers les ronces	passe à travers les ronces	[31999, 8274, 8477, 28861, 3417]	passer à_travers les ronces !
cefc-frenchoralnarrative-Calandry_042-6_LES_TROIS_CHEVEUX_DOR-11	et la nuit noire	et la nuit noire	[11399, 8476, 26997, 2886]	et le nuit noir
cefc-frenchoralnarrative-Calandry_042-6_LES_TROIS_CHEVEUX_DOR-31	parce que là-haut sur la crête il y a une lumière là-haut sur la crête	parce que là-haut sur la crête il y a une lumière là-haut sur la crête	[11348, 5375, 5388, 5451, 8476, 7069, 9001, 8474, 8619, 5375, 5388, 5451, 8476, 7069]	parce_que là haut sur le crête il_y_a une lumière là haut sur le crête
cefc-frenchoralnarrative-Calandry_042-6_LES_TROIS_CHEVEUX_DOR-22	elle danse et elle souffle	elle danse et elle souffle	[7028, 32562, 11399, 7028, 6047]	elle danse et elle souffler
cefc-frenchoralnarrative-Calandry_042-6_LES_TROIS_CHEVEUX_DOR-71	l'aube arrive et juste à l'instant de l'aube	l'aube arrive et juste à l'instant de l'aube	[8476, 29965, 16807, 11399, 21381, 7041, 8476, 22633, 7074, 8476, 29965]	le aube arrive et juste à le instant de le aube
cefc-frenchoralnarrative-Calandry_042-6_LES_TROIS_CHEVEUX_DOR-26	il se hisse il se tire	il se hisse il se tire	[6480, 28489, 6480, 28451]	il hisser il descendre_les_escaliers
cefc-frenchoralnarrative-Calandry_042-6_LES_TROIS_CHEVEUX_DOR-49	et elle embrasse elle le berce	et elle embrasse elle le berce	[11399, 7028, 6062, 7028, 8476, 29754]	et elle embrasser elle le bercer
cefc-frenchoralnarrative-Calandry_042-6_LES_TROIS_CHEVEUX_DOR-55	un vieillard papillon qu'elle berce	un vieillard papillon qu'elle berce	[2627, 2465, 7028, 29754]	un papillon elle bercer
cefc-frenchoralnarrative-Calandry_042-6_LES_TROIS_CHEVEUX_DOR-18	mais il avance la nuit autour	mais il avance la nuit autour	[11377, 6480, 2432, 8476, 26997, 5376]	cependant il partir le nuit autour
cefc-frenchoralnarrative-Calandry_042-6_LES_TROIS_CHEVEUX_DOR-23	et elle souffle la chandelle que l'homme a dans une petite lanterne une toute petite chandelle de rien du tout	et elle souffle la chandelle que l'homme a dans une petite lanterne une toute petite chandelle de rien du tout	[11399, 7028, 6047, 8476, 6242, 11351, 8476, 4665, 32761, 7034, 8474, 4716, 8474, 5596, 4716, 6242, 7074, 29839, 7074, 5596]	et elle souffler le bougie que le homme avoir dans une petit une tout petit bougie de rien de tout
