file	time	user	text	pictos_grammar	pictos_annot	pictos_grammar_tokens	pictos_annot_token	corpus_name
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1691152579200.json	1691152579.0	chloé	et avec les hautes écoles le premier cercle de collaboration de l'ucl est naturellement celui de l'académie louvain	['11399', '7064', '8477', '3082', '8476', '4726', '4603', '7074', '19524', '7074', '8476', '12333', '36480', '7095', '7074', '8476', '12333']	['11399', '7064', '8477', '3082', '8476', '4726', '4603', '7074', '19524', '7074', '8476', '12333', '36480', '7095', '7074', '8476', '12333']	['et', 'avec', 'les', 'école', 'le', 'premier', 'cercle', 'de', 'collaboration', 'de', 'le', 'association', 'être', 'celui-là', 'de', 'le', 'association']	['et', 'avec', 'les', 'école', 'le', 'premier', 'cercle', 'de', 'collaboration', 'de', 'le', 'association', 'être', 'celui-là', 'de', 'le', 'association']	valibel
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1691054680394.json	1691054680.0	chloé	ok merci	['31410', '8128']	['31410', '8128']	"[""d'accord"", 'merci']"	"[""d'accord"", 'merci']"	fleuron
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1690963569561.json	1690963569.0	cécile	je pense	['6632', '38796']	['6632', '38796']	['me', 'réfléchir']	['me', 'réfléchir']	cfpb
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1691141495023.json	1691141495.0	cécile	j'étais en train de m'imaginer monter à dos de tortue parce que j'ai vu une photo	['9839', '6632', '36480', '11709', '21399', '7074', '37062', '6617', '7041', '2748', '7074', '26503', '11348', '6632', '6564', '8474', '7107']	['9839', '6632', '36480', '37062', '6617', '7041', '2748', '7074', '26503', '11348', '6632', '6564', '8474', '7107']	['passé', 'me', 'être', 'au', 'train', 'de', 'imaginer', 'monter', 'à', 'dos', 'de', 'tortue', 'parce_que', 'me', 'voir', 'une', 'photo']	['passé', 'me', 'être', 'imaginer', 'monter', 'à', 'dos', 'de', 'tortue', 'parce_que', 'me', 'voir', 'une', 'photo']	tufs
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1691139760539.json	1691139760.0	cécile	non on m'a toujours dit	['5525', '9839', '31672', '6632', '17322', '9693']	['5525', '9839', '31672', '6632', '17322', '9693']	['non', 'passé', 'nous', 'me', 'chaque_fois', 'dire']	['non', 'passé', 'nous', 'me', 'chaque_fois', 'dire']	tcof
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1691058129068.json	1691058129.0	chloé	non non je n'ai pas mangé	['5525', '9839', '6632', '38413', '5526']	['5525', '9839', '6632', '38413', '5526']	['non', 'passé', 'me', 'manger', 'non']	['non', 'passé', 'me', 'manger', 'non']	frenchoralnarrative
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1691069422138.json	1691069422.0	cécile	est-ce qu'on pourrait pas mettre le lieu en italique	['3418', '31672', '35949', '6989', '5526', '8476', '9819', '11709', '36846']	['3418', '31672', '35949', '6989', '5526', '8476', '9819', '11709']	['est-ce_que', 'nous', 'pouvoir', 'mettre', 'non', 'le', 'place', 'au', 'imprimer_sur_du_tissu']	['est-ce_que', 'nous', 'pouvoir', 'mettre', 'non', 'le', 'place', 'au']	reunions
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1690988628496.json	1690988628.0	chloé	mais c'était très élastique le couvre-feu à bobo-dioulasso hein	['11377', '9839', '7095', '36480', '25708', '24017', '8476', '7041', '2704', '2704']	['11377', '9839', '7095', '36480', '25708', '24017', '8476', '7041', '2704', '2704']	['cependant', 'passé', 'celui-là', 'être', 'trop', 'élastique', 'le', 'à', 'ville', 'ville']	['cependant', 'passé', 'celui-là', 'être', 'trop', 'élastique', 'le', 'à', 'ville', 'ville']	crfp
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1691142955090.json	1691142955.0	chloé	donc euh tu vois que les ombres	['11617', '11351', '8477', '6649']	['11617', '11351', '8477', '6649']	['tu_vois', 'que', 'les', 'ombre']	['tu_vois', 'que', 'les', 'ombre']	tufs
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1691054560418.json	1691054560.0	chloé	et on on les c'est la fenêtre qui est ouverte	['11399', '31672', '8477', '7095', '36480', '8476', '2611', '9857', '36480', '36309']	['11399', '31672', '8477', '7095', '36480', '8476', '2611', '9857', '36480', '36309']	['et', 'nous', 'les', 'celui-là', 'être', 'le', 'fenêtre', 'anonymes', 'être', 'ouvert']	['et', 'nous', 'les', 'celui-là', 'être', 'le', 'fenêtre', 'anonymes', 'être', 'ouvert']	fleuron
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1691068842537.json	1691068842.0	cécile	moi je risque d'avoir un appel	['6632', '25315', '7074', '32761', '2627', '37924']	['6632', '25315', '7074', '32761', '2627', '37924']	['me', 'danger', 'de', 'avoir', 'un', 'appel']	['me', 'danger', 'de', 'avoir', 'un', 'appel']	reunions
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1690907863268.json	1690907863.0	cécile	peu importe hein toute façon	['5546', '21927', '5596']	['5546', '21927', '5596']	['peu', 'importer', 'tout']	['peu', 'importer', 'tout']	clapi
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1691139005213.json	1691139005.0	cécile	un jour	['2627', '37371']	['2627', '37371']	['un', 'jour']	['un', 'jour']	tcof
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1690907807222.json	1690907807.0	chloé	ils sont fragiles	['7032', '36480', '38734']	['7032', '36480', '38734']	['ils', 'être', 'fragile']	['ils', 'être', 'fragile']	clapi
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1691079776729.json	1691079776.0	chloé	écoute nnaammee on est on n'aura pas les appels d'offres	['9036', '12333', '9829', '31672', '36480', '31672', '32761', '5526', '8477', '37924', '7074', '16017']	['6572', '12333', '9829', '31672', '36480', '31672', '32761', '5526', '8477', '37924', '7074', '16017']	['surprendre', 'association', 'prochain', 'nous', 'être', 'nous', 'avoir', 'non', 'les', 'appel', 'de', 'achat']	['entendre', 'association', 'prochain', 'nous', 'être', 'nous', 'avoir', 'non', 'les', 'appel', 'de', 'achat']	reunions
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1690968725347.json	1690968725.0	chloé	euh les gens évidemment quand ils viennent en belgique ils essayent d'avoir euh de du travail de d'avoir un logement	['8477', '38444', '32874', '7032', '32669', '11709', '8040', '7032', '26144', '7074', '32761', '7074', '11712', '16087', '7074', '32761', '2627', '6964']	['8477', '38444', '32874', '7032', '32669', '11709', '8040', '7032', '26144', '7074', '32761', '7074', '11712', '16087', '7074', '32761', '2627', '6964']	['les', 'gens', 'quand', 'ils', 'venir', 'au', 'belgique', 'ils', 'essayer', 'de', 'avoir', 'de', 'du', 'emploi', 'de', 'avoir', 'un', 'domicile']	['les', 'gens', 'quand', 'ils', 'venir', 'au', 'belgique', 'ils', 'essayer', 'de', 'avoir', 'de', 'du', 'emploi', 'de', 'avoir', 'un', 'domicile']	cfpb
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1691065600647.json	1691065600.0	cécile	et puis elle donc c'est elle qui l'a racheté	['7028', '7095', '36480', '7028', '9839', '9857', '8476', '7280']	['7028', '7095', '36480', '7028', '9839', '9857', '8476', '37163', '29070']	['elle', 'celui-là', 'être', 'elle', 'passé', 'anonymes', 'le', 'apporter']	['elle', 'celui-là', 'être', 'elle', 'passé', 'anonymes', 'le', 'une_autre_fois', 'payer']	ofrom
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1691062570781.json	1691062570.0	cécile	je ne savais pas ça	['9839', '6632', '16885', '5526', '6906']	['9839', '6632', '16885', '5526', '6906']	['passé', 'me', 'savoir', 'non', 'celle-là']	['passé', 'me', 'savoir', 'non', 'celle-là']	frenchoralnarrative
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1691139963810.json	1691139963.0	chloé	ben oui	['5584']	['5584']	['oui']	['oui']	ofrom
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1691142385234.json	1691142385.0	cécile	oui il est plus jeune ben	['5584', '6480', '36480', '5508', '4673']	['5584', '6480', '36480', '5508', '4673']	['oui', 'il', 'être', 'plus', 'adolescent']	['oui', 'il', 'être', 'plus', 'adolescent']	tufs
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1691151845353.json	1691151845.0	cécile	le projet d'une école de gestion commune	['8476', '25720', '7074', '8474', '3082', '7074', '16176', '37544']	['8476', '25720', '7074', '8474', '3082', '7074', '16176', '37544']	['le', 'projet_de_vie', 'de', 'une', 'école', 'de', 'administration', 'groupe_parlementaire']	['le', 'projet_de_vie', 'de', 'une', 'école', 'de', 'administration', 'groupe_parlementaire']	valibel
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1691057923318.json	1691057923.0	chloé	et le mendiant a regardé l'homme	['11399', '9839', '8476', '4723', '6564', '8476', '4665']	['11399', '9839', '8476', '4723', '6564', '8476', '4665']	['et', 'passé', 'le', 'indigent', 'voir', 'le', 'homme']	['et', 'passé', 'le', 'indigent', 'voir', 'le', 'homme']	frenchoralnarrative
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1691065174699.json	1691065174.0	chloé	et puis justement ils ont pu dans le cadre d'une société coopérative	['9839', '7032', '35949', '7034', '8476', '3281', '7074', '8474', '8693', '31278']	['9839', '7032', '35949', '7034', '7074', '8474', '8693', '31278']	['passé', 'ils', 'pouvoir', 'dans', 'le', 'cadre', 'de', 'une', 'société', 'classe_coopérative']	['passé', 'ils', 'pouvoir', 'dans', 'de', 'une', 'société', 'classe_coopérative']	ofrom
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1690988857372.json	1690988857.0	chloé	vous serez partis d'ici la fin de la semaine	['9829', '7304', '2432', '7074', '5382', '8476', '8476', '27329']	['9829', '7304', '2432', '7074', '5382', '8476', '8476', '27329']	['prochain', 'vous', 'partir', 'de', 'ici', 'le', 'le', 'fin_de_semaine']	['prochain', 'vous', 'partir', 'de', 'ici', 'le', 'le', 'fin_de_semaine']	crfp
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1691079522745.json	1691079522.0	chloé	on va on peut pas aller jusque là	['31672', '8142', '31672', '35949', '8142', '5526', '5375']	['31672', '8142', '31672', '35949', '8142', '5526', '5375']	['nous', 'aller', 'nous', 'pouvoir', 'aller', 'non', 'là']	['nous', 'aller', 'nous', 'pouvoir', 'aller', 'non', 'là']	reunions
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1691142957232.json	1691142957.0	chloé	mais flowers	['11377']	['11377']	['cependant']	['cependant']	tufs
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1691142417628.json	1691142417.0	chloé	j'étais en train de m'imaginer monter à dos de tortue parce que j'ai vu une photo	['9839', '6632', '36480', '11709', '21399', '7074', '37062', '6617', '7041', '2748', '7074', '26503', '11348', '6632', '6564', '8474', '7107']	['9839', '6632', '36480', '25736', '7074', '37062', '6617', '7041', '2748', '7074', '26503', '11348', '6632', '6564', '8474', '7107']	['passé', 'me', 'être', 'au', 'train', 'de', 'imaginer', 'monter', 'à', 'dos', 'de', 'tortue', 'parce_que', 'me', 'voir', 'une', 'photo']	['passé', 'me', 'être', 'immédiatement', 'de', 'imaginer', 'monter', 'à', 'dos', 'de', 'tortue', 'parce_que', 'me', 'voir', 'une', 'photo']	tufs
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1691064398985.json	1691064398.0	chloé	dès que tu peux à la buvette il y a les stöckers	['11351', '6625', '35949', '7041', '8476', '32398', '9001', '8477', '12333']	['11351', '6625', '35949', '7041', '8476', '32398', '9001', '8477', '12333']	['que', 'toi', 'pouvoir', 'à', 'le', 'bistrot', 'il_y_a', 'les', 'association']	['que', 'toi', 'pouvoir', 'à', 'le', 'bistrot', 'il_y_a', 'les', 'association']	ofrom
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1691139301543.json	1691139301.0	chloé	oh ben oui euh enfin c'est je sais	['5584', '7095', '36480', '6632', '16885']	['5584', '7095', '36480', '6632', '16885']	['oui', 'celui-là', 'être', 'me', 'savoir']	['oui', 'celui-là', 'être', 'me', 'savoir']	tcof
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1691152700961.json	1691152700.0	chloé	et je savais qu'olivier me rejoignait à la fin	['11399', '9839', '6632', '16885', '11351', '3211', '6632', '26818', '7041', '8476', '37064']	['11399', '9839', '6632', '16885', '11351', '3211', '6632', '26818', '7041', '8476', '5358']	['et', 'passé', 'me', 'savoir', 'que', 'olivier', 'me', 'rejoindre', 'à', 'le', 'fin']	['et', 'passé', 'me', 'savoir', 'que', 'olivier', 'me', 'rejoindre', 'à', 'le', 'fini']	valibel
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1691142642374.json	1691142642.0	cécile	j'étais j'étais montée sur un et en fait d'un coup ben	['9839', '6632', '36480', '6632', '6617', '5451', '2627', '11399', '7074', '2627', '25944']	['9839', '6632', '36480', '6632', '6617', '5451', '2627', '11399', '7074', '2627', '25944']	['passé', 'me', 'être', 'me', 'monter', 'sur', 'un', 'et', 'de', 'un', 'coup']	['passé', 'me', 'être', 'me', 'monter', 'sur', 'un', 'et', 'de', 'un', 'coup']	tufs
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1691054247429.json	1691054247.0	chloé	donc je vais effectuer une recherche	['9829', '6632', '6190', '8474', '32138']	['9829', '6632', '6190', '8474', '32138']	['prochain', 'me', 'faire', 'une', 'recherche']	['prochain', 'me', 'faire', 'une', 'recherche']	fleuron
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1691068878091.json	1691068878.0	cécile	alors je crois nnaammee elle est plus responsable de secteur	['6632', '38796', '36935', '7028', '5508', '36377', '37779']	['6632', '38796', '36935', '7028', '36480', '5526', '36377', '37779']	"['me', 'réfléchir', 'haut_du_corps', 'elle', 'plus', 'être_responsable_de', ""quelqu'un""]"	"['me', 'réfléchir', 'haut_du_corps', 'elle', 'être', 'non', 'être_responsable_de', ""quelqu'un""]"	reunions
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1691058455599.json	1691058455.0	chloé	il faisait marcher ses mâchoires	['6480', '6190', '6044', '12276', '37473']	['6480', '6190', '6044', '12276', '37473']	['il', 'faire', 'marcher', 'ses', 'mâchoire']	['il', 'faire', 'marcher', 'ses', 'mâchoire']	frenchoralnarrative
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1691054190824.json	1691054190.0	chloé	à metz euh il me semble aussi oui	['7041', '2704', '6480', '6632', '36480', '5584']	['7041', '2704', '6480', '6632', '36480', '5584']	['à', 'ville', 'il', 'me', 'être', 'oui']	['à', 'ville', 'il', 'me', 'être', 'oui']	fleuron
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1690907731015.json	1690907731.0	chloé	hé mais elle aussi elle a fait une année de fac à besançon	['11377', '7028', '9839', '7028', '6190', '8474', '6903', '7074', '37544', '7041', '2704']	['11377', '7028', '9839', '7028', '6190', '8474', '6903', '7074', '37544', '7041', '2704']	['cependant', 'elle', 'passé', 'elle', 'faire', 'une', 'année', 'de', 'groupe_parlementaire', 'à', 'ville']	['cependant', 'elle', 'passé', 'elle', 'faire', 'une', 'année', 'de', 'groupe_parlementaire', 'à', 'ville']	clapi
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1691140203972.json	1691140203.0	chloé	et moi quand je parle de matthieu dans une conversation je vais dire	['11399', '6632', '32874', '9829', '6632', '6517', '7074', '37779', '7034', '8474', '23402', '6632', '9693']	['11399', '6632', '32874', '9829', '6632', '6517', '7074', '37779', '7034', '8474', '23402', '6632', '9693']	"['et', 'me', 'quand', 'prochain', 'me', 'parler', 'de', ""quelqu'un"", 'dans', 'une', 'dialogue', 'me', 'dire']"	"['et', 'me', 'quand', 'prochain', 'me', 'parler', 'de', ""quelqu'un"", 'dans', 'une', 'dialogue', 'me', 'dire']"	tcof
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1690983258752.json	1690983258.0	cécile	le tour du pays dogon une partie de une exploration un peu du pays dogon qui qui s'est révélée délicieuse	['8476', '34165', '7074', '35431', '32582', '8474', '27093', '7074', '8474', '32138', '29105', '7074', '35431', '32582', '9839', '9857', '36480', '32340']	['8476', '34165', '7074', '35431', '8474', '27093', '7074', '8474', '32138', '29105', '7074', '35431', '9839', '9857', '36480', '32340']	['le', 'tour', 'de', 'comme', 'objets', 'une', 'pièce', 'de', 'une', 'recherche', 'seconde', 'de', 'comme', 'objets', 'passé', 'anonymes', 'être', 'bon']	['le', 'tour', 'de', 'comme', 'une', 'pièce', 'de', 'une', 'recherche', 'seconde', 'de', 'comme', 'passé', 'anonymes', 'être', 'bon']	crfp
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1691152835939.json	1691152835.0	chloé	bonsoir papa	['37779', '31146']	['6522', '31146']	"[""quelqu'un"", 'papa']"	['bonjour', 'papa']	valibel
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1691065137521.json	1691065137.0	chloé	où que j- amorce où on l'a acheté d'après le vétérinaire hein	['7764', '11351', '37779', '7764', '9839', '31672', '8476', '6457', '7074', '32749', '8476', '11392']	['7764', '11351', '37779', '7764', '9839', '31672', '8476', '6457', '7074', '32749', '8476', '11392']	"['où', 'que', ""quelqu'un"", 'où', 'passé', 'nous', 'le', 'acheter', 'de', 'après', 'le', 'vétérinaire']"	"['où', 'que', ""quelqu'un"", 'où', 'passé', 'nous', 'le', 'acheter', 'de', 'après', 'le', 'vétérinaire']"	ofrom
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1690969844631.json	1690969844.0	chloé	que se passe-t-il euh	['11351', '31999', '3042', '6480']	['11351', '31999', '6480']	['que', 'passer', 't', 'il']	['que', 'passer', 'il']	coralrom
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1690988252340.json	1690988252.0	chloé	et nous étions en train de	['11399', '31672', '36480', '11709', '21399', '7074']	['11399', '31672', '36480', '7081']	['et', 'nous', 'être', 'au', 'train', 'de']	['et', 'nous', 'être', 'pendant']	crfp
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1690964273859.json	1690964273.0	cécile	tu préfères le remplir au début ou à la fin	['6625', '30510', '8476', '38805', '11709', '5431', '11317', '7041', '8476', '37064']	['6625', '30510', '8476', '38805', '11709', '5431', '11317', '7041', '8476', '37064']	['toi', 'préférer', 'le', 'remplir', 'au', 'commencer', 'ou', 'à', 'le', 'fin']	['toi', 'préférer', 'le', 'remplir', 'au', 'commencer', 'ou', 'à', 'le', 'fin']	cfpb
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1691141420597.json	1691141420.0	chloé	oh oui mais je sais pas c'est c'est le début de l'année	['5584', '11377', '6632', '16885', '5526', '7095', '36480', '7095', '36480', '8476', '5431', '7074', '8476', '6903']	['5584', '11377', '6632', '16885', '5526', '7095', '36480', '7095', '36480', '8476', '5431', '7074', '8476', '6903']	['oui', 'cependant', 'me', 'savoir', 'non', 'celui-là', 'être', 'celui-là', 'être', 'le', 'commencer', 'de', 'le', 'année']	['oui', 'cependant', 'me', 'savoir', 'non', 'celui-là', 'être', 'celui-là', 'être', 'le', 'commencer', 'de', 'le', 'année']	tufs
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1691142514399.json	1691142514.0	cécile	ben voilà oui vaut mieux six euros que dix	['37744', '5584', '9874', '11705', '7241', '5092', '11351', '35691']	['5584', '11705', '7241', '5092', '11351', '35691']	['dernière_fois', 'oui', 'prix', 'améliorer', '6', 'euro', 'que', '_']	['oui', 'améliorer', '6', 'euro', 'que', '_']	tufs
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1690907645067.json	1690907645.0	cécile	non non c'est vrai que c'est joli quoi	['5525', '7095', '36480', '8715', '11351', '7095', '36480', '11194', '22620']	['5525', '7095', '36480', '8715', '11351', '7095', '36480', '11194', '22620']	['non', 'celui-là', 'être', 'vérité', 'que', 'celui-là', 'être', 'beau', 'quoi']	['non', 'celui-là', 'être', 'vérité', 'que', 'celui-là', 'être', 'beau', 'quoi']	clapi
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1691150995915.json	1691150995.0	cécile	devra trouver un juste équilibre entre d'une part le service de proximité qui doit concerner prioritairement le premier cycle	['15523', '24742', '2627', '21381', '37976', '6491', '7074', '8474', '27093', '8476', '24657', '7074', '6628', '9857', '15523', '25282', '8476', '4726', '24984', '3417']	['15523', '24742', '2627', '21381', '37976', '5449', '7074', '8474', '27093', '8476', '24657', '7074', '6628', '9857', '15523', '25282', '8476', '4726', '24984']	['devoir', 'trouver', 'un', 'juste', 'équilibre', 'entrer', 'de', 'une', 'pièce', 'le', 'service', 'de', 'voyageur', 'anonymes', 'devoir', 'ordonner', 'le', 'premier', 'phases', '!']	['devoir', 'trouver', 'un', 'juste', 'équilibre', 'au_milieu', 'de', 'une', 'pièce', 'le', 'service', 'de', 'voyageur', 'anonymes', 'devoir', 'ordonner', 'le', 'premier', 'phases']	valibel
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1691066523739.json	1691066523.0	cécile	puis ça se donne pas trop mal finalement	['35949', '6906', '32753', '5526', '25708', '5504']	['6906', '32753', '5526', '25708', '5504']	"['pouvoir', 'celle-là', 'donne', 'non', 'trop', ""pas_d'accord""]"	"['celle-là', 'donne', 'non', 'trop', ""pas_d'accord""]"	ofrom
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1690988887521.json	1690988887.0	chloé	il n'y avait pratiquement personne comme euh européens	['9001', '34560', '12313', '12333']	['9001', '34560', '12313', '12333']	['il_y_a', 'personne', 'comme', 'association']	['il_y_a', 'personne', 'comme', 'association']	crfp
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1691152909606.json	1691152909.0	chloé	huit heures moins quart quel progrès	['29512', '5512', '5436', '22624', '11705']	['29512', '5512', '5436', '22624', '11705']	['20:00', 'moins', '1/4', 'quelle', 'améliorer']	['20:00', 'moins', '1/4', 'quelle', 'améliorer']	valibel
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1691054402494.json	1691054402.0	cécile	par chèque mais par carte bancaire	['7212', '16605', '11377', '7212', '4751']	['7212', '16605', '11377', '7212', '4751']	['par', 'chèque', 'cependant', 'par', 'carte_bancaire']	['par', 'chèque', 'cependant', 'par', 'carte_bancaire']	fleuron
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1690976404015.json	1690976404.0	cécile	si à un moment si à si à un moment où tu si il y a un moment où tu te dis il faut que je fasse ça donc c'est que c'est plus viable	['28359', '7041', '2627', '22633', '28359', '7041', '28359', '7041', '2627', '22633', '7764', '6625', '28359', '9001', '2627', '22633', '7764', '6625', '9693', '15523', '11351', '6632', '6190', '6906', '7095', '36480', '11351', '7095', '36480', '5508']	['28359', '7041', '2627', '22633', '28359', '7041', '28359', '7041', '2627', '22633', '7764', '6625', '28359', '9001', '2627', '22633', '7764', '6625', '9693', '15523', '11351', '6632', '6190', '6906', '7095', '36480', '11351', '7095', '36480', '5508']	['si', 'à', 'un', 'instant', 'si', 'à', 'si', 'à', 'un', 'instant', 'où', 'toi', 'si', 'il_y_a', 'un', 'instant', 'où', 'toi', 'dire', 'devoir', 'que', 'me', 'faire', 'celle-là', 'celui-là', 'être', 'que', 'celui-là', 'être', 'plus']	['si', 'à', 'un', 'instant', 'si', 'à', 'si', 'à', 'un', 'instant', 'où', 'toi', 'si', 'il_y_a', 'un', 'instant', 'où', 'toi', 'dire', 'devoir', 'que', 'me', 'faire', 'celle-là', 'celui-là', 'être', 'que', 'celui-là', 'être', 'plus']	coralrom
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1691055314541.json	1691055314.0	cécile	les mots clés	['8477', '9837', '2451']	['8477', '9837', '2451']	['les', 'mot', 'clefs']	['les', 'mot', 'clefs']	fleuron
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1691058538786.json	1691058538.0	chloé	ben il s'est fait des idées	['9839', '6480', '6190', '5374', '6531']	['9839', '6480', '6190', '5374', '6531']	['passé', 'il', 'faire', 'plusieurs', 'inventer']	['passé', 'il', 'faire', 'plusieurs', 'inventer']	frenchoralnarrative
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1691068818512.json	1691068818.0	cécile	sur le cheval on le met	['5451', '8476', '2294', '31672', '8476', '6989']	['5451', '8476', '2294', '31672', '8476', '6989']	['sur', 'le', 'cheval', 'nous', 'le', 'mettre']	['sur', 'le', 'cheval', 'nous', 'le', 'mettre']	reunions
/data/macairec/PhD/Grammaire/corpus/output_jsonPE/orfeo/all_output_orfeo/requestsPostEdition1690904727567.json	1690904727.0	cécile	non mais c'est vrai au fourneau quand on était au fourneau la seule compagnie qu'on a	['5525', '11377', '9839', '7095', '36480', '8715', '11709', '4941', '32874', '31672', '36480', '11709', '4941', '8476', '7253', '6880', '31672', '32761']	['5525', '11377', '9839', '7095', '36480', '8715', '11709', '10753', '32874', '31672', '36480', '11709', '8476', '7253', '6880', '31672', '32761']	['non', 'cependant', 'passé', 'celui-là', 'être', 'vérité', 'au', 'rasoir', 'quand', 'nous', 'être', 'au', 'rasoir', 'le', 'seul', 'compagnie', 'nous', 'avoir']	['non', 'cependant', 'passé', 'celui-là', 'être', 'vérité', 'au', '_', 'quand', 'nous', 'être', 'au', 'le', 'seul', 'compagnie', 'nous', 'avoir']	cfpp
